target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
COBL 0.0560075750697513 0.00186367240133105 0.0560534006186328 0.00178209136324617 0.500895063995165 0.515378629511114
BCL2 0.259949645498224 0.011035843392876 0.255937285723616 0.0345763054837951 0.451342823050328 0.0177743673329431
CD163 0.181656637408127 0.00189167620426339 0.181723612403817 0.00177817848673643 0.500830009025939 0.525169782618379
FOXA1 0.164947439423344 0.0117174977437926 0.164760109867845 0.0165381021452295 0.497598489949723 0.237645752208999
CD74 0.258997996849416 0.0216517290940142 0.256835062271228 0.0289840951363586 0.443763419593783 0.289834168562759
COL1A1 0.119562900285701 0.00105591700922871 0.119610434504653 0.00105880327727067 0.500775242792567 0.499150662576145
CD19 0.0345920466250893 0 0.0373574694365613 0.000688884332027107 0.559610293796172 0.0964841822148102
ACTA2 0.586177528233222 0.082720396635277 0.572832701155734 0.122827495967981 0.225744818216882 0.0554047126803984
EGFR 0.193462203671904 0.00292570078324288 0.192359321821788 0.00830812290220332 0.482124559663788 0.118711032289079
SLPI 0.153817658300669 0.000203798137968481 0.153948025075966 0.000176118660843516 0.502561775856023 0.545579964580851
PTEN 0.209127701770607 0.025188972512993 0.205203424888338 0.0665222173693062 0.433041433530177 0.0734985268147357
HLA.DRB5 0.447565662447195 0.0600020765016367 0.440473831844466 0.0814632234671172 0.404614711554231 0.228495259026458
LGALS1 0.218708031480311 0.00385836253280313 0.218926374240757 0.00324172816836589 0.507791007054901 0.596175781116845
CD79A 0.169645465834889 0.00649928909686099 0.16980286862741 0.00610586082208225 0.502374739140581 0.542924730876274
COL1A2 0.147194604446235 0 0.14736401110107 0.000563726360594219 0.503427100488002 0.124062235264767
FOXC1 0.272106003316307 0.0527674924122729 0.268637177747144 0.0742519102805798 0.465007754063254 0.187104703871681
CD2 0.135894313450258 0.0197628808575007 0.136036399433357 0.0172866169280114 0.504050918747596 0.578401629703643
NKG7 0.593637175089675 0.124233630732274 0.56576760772292 0.199258510006721 0.282647202641523 0.0383582805730025
ITGA6 0.701285140165195 0.175624196130752 0.642447672754598 0.296576989276384 0.14772388224879 0.0243453500190248
ACTG2 0.228986774546189 0.0200929596321513 0.221406624241081 0.0762518918586762 0.390606337477338 0.0400167506496191
THY1 0.609194688121634 0.0957256349825184 0.603053333137174 0.114610867581152 0.448465670752336 0.278552470544345
MMP9 0.942661895180013 0.151706181177271 0.881436138293959 0.263441858822289 0.187649315822999 0.0182156003220362
BGN 0.360380694102558 0.0519011383796168 0.355923916431884 0.0715348598043298 0.43287509149474 0.2596041341601
COL3A1 0.102710188541717 0.00284014956497594 0.102804868214824 0.00225198429120747 0.501560068594212 0.593247021216286
ACTR3B 0.110586128187628 0.0118033190655481 0.111648924499827 0.0159767195613906 0.520394096368931 0.405310803099748
TIMP1 0.127116295461159 0.000166164656224377 0.126205456845347 0.0239568650979952 0.484034907867346 0.0170719467545993
PTPRB 0.243474543657407 0.0233998058091467 0.243664215726665 0.0220088130707907 0.503919447916309 0.549317815614473
SNAI2 0.836532437713494 0.138316785775888 0.80501259532265 0.195907206320352 0.366099740380333 0.103643103385083
COL4A1 0.0718928997894224 0 0.0719852532701612 0 0.501738734090953 NaN
ADGRL4 0.0493836538651473 0.00156458217839103 0.0509833575576797 0.000587618717668803 0.530447361253722 0.740307201841331
EIF3E 0.642423392279327 0.125824294195101 0.638977133138631 0.134396074125773 0.462298647186846 0.430805854019107
HLA.E 0.772713797821055 0.110641552835361 0.742948892662125 0.174688590300341 0.379092616843011 0.0643294264140953
BICC1 0.198800093445785 0.00757886594537981 0.198611710004939 0.0110964915394289 0.498476899455533 0.340538190464894
CD79B 0.691843724646647 0.148299563804997 0.665885226391178 0.208563918299316 0.281148777140578 0.0536103214348216
ITGAX 0.443165966104824 0.0450891773246963 0.43401168227276 0.0815301577988159 0.414118353409936 0.0885895713759038
FOXP3 0.488604482336905 0.0683321158543192 0.479484419665935 0.0994935716022151 0.391335304068584 0.0760168130691211
LGALS2 0.622852887382158 0.14502418374383 0.598458009509872 0.201254932052961 0.278938345722681 0.131560964384707
CD24 0.896766019802256 0.137843817032789 0.83724066479464 0.25127146220742 0.153847764779958 0.00810673825645751
