target intercept intra juxta.25 para.150 p.intercept p.intra p.juxta.25 p.para.150
Endothelial.vascular 0 -0.134298956623339 0.170185075141259 0.903140493760161 1 0.00202733434262261 1.160103098901e-07 6.13666715691328e-213
Fibroblast 0 -0.0929652403419228 0.383838414144634 0.661067687608162 1 0.00804724662677636 7.93314820283134e-34 4.56579751892169e-109
Hepatocyte 0 -0.0756732884267298 0.327716209903993 0.739339950443312 1 3.67984354991383e-07 8.35831790100711e-54 9.8486228434207e-282
Endothelial.sinusoidal 0 0.161226532709301 0.372877657442131 0.368295154307155 1 0.0297843481524983 2.69092177857803e-17 5.66834932323455e-24
Neuron 0 0.748097166047642 0.106981200635939 0.108193121543085 1 2.6811065924945e-13 0.0582691891172456 0.00964183518631939
Stellate 0 0.459268688921163 0.165041234075214 0.309040843054551 1 1.81422896581292e-05 0.00191044056569962 2.49586773531505e-12
Macrophage 0 -0.0432765867253106 0.419695348697088 0.520050385853421 1 0.521567326506131 3.1218592102054e-22 1.46634191602399e-44
T 0 -0.0384352075039815 0.447239859018374 0.577417211083939 1 0.21451479899432 3.8035784446829e-36 1.70980857485987e-73
NK 0 0.815085707903606 0.115318183913371 0.0352190379577411 1 1.7255439957807e-14 0.0323735065402879 0.420599214036481
MBC 0 -0.0683520872512039 0.377051538044946 0.68837801672091 1 3.69293589303499e-05 8.9805936603878e-43 8.72097162408929e-149
MBC.neuronal 0 0.306733201910146 0.357295660112865 0.265732089148641 1 8.82822123450252e-06 3.90568058867649e-16 6.15678847177482e-12
Smooth.muscle.vascular 0 -0.0552743254074771 0.373597715382371 0.604490645233179 1 0.269356969261518 8.92528759005125e-31 1.70090115491941e-101
