target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Hepatocyte 0.343388367774757 0.0103177062496237 0.179157538084215 0.727703836647926 9.2338839733212e-16 5.55182838697178e-13
Endothelial.sinusoidal 0.0396306061960016 0.00742601616147733 0.0389819383487237 0.0357558389721846 0.451500419340081 6.10389805000177e-05
Endothelial.vascular 0.140591323557481 0.0122182111864837 0.116919579145308 0.314072566231759 6.23483802783393e-06 1.00994019342944e-08
Fibroblast 0.124213450357778 0.0130607021815938 0.102163288932089 0.331060531829597 7.04158377631948e-05 6.65908894104383e-08
MBC 0.394774815929747 0.011802512221661 0.269332484269664 0.539260450793043 8.91976627703403e-15 8.83005438505643e-17
Macrophage 0.0791988808361962 0.00803714216259747 0.0762281304472906 0.0788221870189007 0.254879540360014 6.26457808919915e-05
MBC.neuronal 0.144019613640796 0.00815414377074006 0.141722381649365 0.0408360074565374 0.329257293233279 0.00146767676205919
T 0.141064105826341 0.0111925556472965 0.123887323154535 0.23706662195109 1.27665289406263e-13 1.19924475203076e-11
Smooth.muscle.vascular 0.0913462253168577 0.0109946116912178 0.078142225926192 0.264858262702313 0.0124632083285616 3.35648534258386e-06
Neuron 0.0279209977058787 0.0114848279000777 0.0278948433576927 0.0133467368870403 0.497874701951805 0.343493255038785
NK 0.0616839322800833 0.00565208105715249 0.0616533865082962 0.00834497343499853 0.497677480063441 0.203476559673487
Stellate 0.0250920947284919 0.00489071077020838 0.0249441272999845 0.019001066855081 0.488043033519144 0.0167217066006171
