target,imp
ACTA2,0.495612057149513
ACTG2,0.13837148465169483
ACTR3B,0.11835830269235492
ADGRL4,1.9732933513826638
AGR2,0.24926623424278016
AHR,0.22272293436004426
AIF1,0.1149363852090348
AKT1,0.16363762751340027
ALDH1A3,0.06850119570921126
ANLN,0.23926870378937248
AP1M2,0.24042092580182556
APOC1,0.14598545782513236
APOE,0.15443212971370135
AR,1.6375165343639702
AURKA,0.10504389070602216
AZGP1,0.15064716390654465
B2M,2.887983441466558
BAG1,0.3858326717791744
BANK1,0
BCL2,0.9425820012832873
BGN,3.3641468421913943
BICC1,0
BIRC5,0.2569093940135676
BLVRA,0.1650881931230371
BRAF,0.3859011635955525
C1QA,0.005369765027365601
C1QB,0.0030681818181818176
CALCRL,4.018950000128182
CAPN13,0.42615436283959984
CCL2,0.861755809575752
CCL3,0.7161613381680668
CCL4,0.012521748751050965
CCL5,1.3429476213712448
CCNB1,0.2176472322616225
CCND1,1.0870532067018432
CCNE1,0.28123769798323583
CCNE2,0.2300728035519862
CD14,0.028429319070623422
CD163,0.5688387445887446
CD19,0.019102122347066156
CD2,0.07257197376347115
CD24,0.86405801370826
CD274,0
CD34,6.780415486315532
CD36,0.009404761904761902
CD38,0
CD3D,0.006745329723881611
CD3E,0.028170108980696478
CD3G,0.2728060755839539
CD4,0.11908696442644366
CD40,2.045390492462691
CD40LG,0.16864352438099037
CD44,0.279305787427535
CD5,0.05606895495118499
CD63,0.31427465626053797
CD68,0.05613123718386877
CD69,0.08690692180469835
CD7,0.09752518904763453
CD74,0.11188334913713989
CD79A,0.02940971035178241
CD79B,0.005
CD8A,0.03251048477267989
CD9,2.2491746040949714
CD96,0.18436068707865266
CDC20,0.09119216350395036
CDC6,0.19151680315798988
CDH1,0.8471490360631516
CDH11,0.3262487696450735
CDH3,0.022061703493343212
CDK4,0.6899148686392051
CDK6,0.006127450980392158
CDK7,0.7663837764459384
CDKN2A,0.2934651661056517
CEACAM1,0.5521143328602155
CENPF,0.10688535683722479
CEP55,0.05229194617328199
CLDN4,0.07300030402636658
CLU,0.2025139126357532
