target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Androgen 0.924606239937198 14.3640148566369 0.922796138740306 14.7020477377059 0.397710492518318 0.402584020634279
PI3K 0.884466214604194 21.6939530074067 0.882959377430391 21.9526452498694 0.44918908937231 0.372531852714272
Hypoxia 0.950246618085467 9.60048198406256 0.944838855576033 10.6250179037499 0.319592545992747 0.0838844109051862
NFkB 0.58368455287112 65.8274442444433 0.583652488362792 65.8304255467003 0.498614338955375 0.498566383624106
Trail 0.999926759311203 0.0154506487450279 0.99929383398528 0.170650665335024 0.45311211229457 0.0221038121120824
TGFb 0.884762684938198 21.5686788355303 0.871982413810736 23.8131044171086 0.127099751351661 0.0479173948505741
EGFR 0.864218458746378 25.2197331826269 0.864294003619565 25.2068840200609 0.50287288708573 0.505048461879431
JAK.STAT 0.830000010900348 31.0790599554351 0.826952428816981 31.587610338407 0.392614943405723 0.313161050584118
p53 0.999422632939468 0.0532027127283008 0.998683663819926 0.204631245346296 0.480664249132078 0.0411295765263672
VEGF 0.999585550565795 0.0161590758877894 0.999664097642576 0.013912253688827 0.502502281536464 0.574573811497905
TNFa 0.543198462254952 70.37825031137 0.543038233978946 70.3954954484852 0.494256241134412 0.493012983066638
MAPK 0.862540390762988 25.5295189741416 0.862104664738452 25.6049556290997 0.480052525987622 0.46376467918409
Estrogen 0.996258581739659 0.686716099731599 0.995247886220175 0.88797806009589 0.457786058357222 0.164603708477567
WNT 0.977165354405641 4.40676790947166 0.976999460174772 4.4406766798012 0.493763201384618 0.470005464790622
