target intercept intra juxta.25 para.150 p.intercept p.intra p.juxta.25 p.para.150
PI3K 0.00846474925636553 0.904466237503878 0.268260284343377 0.195734165484495 0.47903774371818 7.01814474883011e-293 1.00263879238953e-08 7.38281313166917e-10
NFkB -0.0100734958573507 1.07679683409046 0.0192420178086614 0.0474861703097412 0.0963491170799343 0 0.392588335304925 0.0031573491629417
Androgen -0.0119753939551292 0.88895590726144 0.33023003918194 -0.000912660918913592 0.340907666882669 1.0280836710506e-222 2.35049733625078e-11 0.978850787028158
Hypoxia -0.0200900643092429 0.718316724795356 0.186364081081721 0.0476138528631405 0.133219586138282 1.14111340740561e-102 0.000514307629179803 0.188112292510271
Trail 0.0058357617374258 0.428130460238191 0.131079938875507 0.162326383812392 0.674977988489653 3.99570106722958e-18 0.0345105980450688 1.33468837562258e-05
TGFb -0.0184143188813769 0.821313805874124 0.272415277669468 0.406240153953636 0.0825831190381571 0 4.51044439901427e-13 3.57845074258404e-43
JAK.STAT -0.0220893599845499 0.902905159757516 0.163889127198326 0.297519571613754 0.0212437003972326 0 2.89355373159713e-06 6.08329702413748e-33
p53 -0.00726740310195079 0.315262888793008 0.163664892088606 0.313723945824895 0.600270066583989 6.70435285445709e-09 0.00552780482580307 1.8979616393434e-17
EGFR -0.00520858720890793 1.0057178537433 0.0298886599310722 0.0540264227716971 0.668850586586657 5.66148815675567e-316 0.5884138678735 0.0941278045935352
VEGF -1.64686554566271e-05 0.275629348704331 0.240292984435598 0.159123643353078 0.999058635455573 3.14330674744102e-06 7.40600774662389e-05 2.61739022311942e-05
TNFa -0.00801003355275033 1.07173601612678 0.0128193975106461 0.0333507950597024 0.167270500629156 0 0.560150811935156 0.0307738726883175
MAPK 0.00192386446118383 0.940964466404435 0.225245631223525 0.183351753406198 0.875385457967787 8.56960513103097e-271 1.3938707778588e-05 1.59043557071512e-08
WNT -0.00412022847462455 0.40632651612461 0.38578869612354 0.167374735687508 0.763027675800397 7.50917312596831e-19 9.11126227488552e-13 7.80728360976104e-06
Estrogen -0.00260080226350754 0.208138333165571 0.0361938913615077 0.133745915660584 0.853180425169212 0.000478652379289383 0.571490871542635 0.000341916751594156
