target intercept intra juxta.15 para.100 p.intercept p.intra p.juxta.15 p.para.100
CD19 -50.8638076915151 1.15602939384872 -0.0661774484039109 0.186672743531417 2.78197953479162e-126 0 9.94102289418224e-07 1.76357568562272e-63
CD69 -44.61721649302 1.13167928285013 -0.0792643654721689 0.051251101671332 4.0386853739432e-40 0 2.23156382566423e-22 1.84001411312571e-12
CD40LG -35.2982119247912 1.48424234290793 -0.0500773924177944 -0.0134229771978424 6.43989844151177e-302 0 1.54657497594641e-24 0.237857295795396
KRT19 -134.93558094994 1.10998868028107 -0.0913614756714392 0.206970841220536 6.05810035879402e-105 0 1.45521436045396e-14 2.59455431973512e-78
ICAM1 -151.299348214727 1.0380015253301 -0.113036715865087 0.435132443538072 9.39217592919251e-201 0 1.91936121117264e-19 7.53216024327601e-268
KIT -40.6358982189075 1.32495322891104 -0.184920342623214 0.407246187263373 1.37494156311661e-81 0 3.53192358487289e-51 1.09168705367916e-111
CD1C -44.0120906836758 1.25109551781676 -0.126368144255975 0.351596568820982 6.49394965096738e-110 0 1.50872540523747e-29 7.41081008392856e-101
CD4 -27.0818857500825 1.13318305382878 -0.0654730111676975 0.662431048034288 1.18314095040594e-157 0 2.65632389812195e-08 0
CD2 -82.5933394445512 1.06863336886105 0.014077064186213 0.0169803099552409 4.34647040178796e-26 0 0.23707128920227 0.0701313912751071
PECAM1 -41.6929007621715 1.12724267949718 0.135357988419133 0.256480848657269 2.12163283181714e-164 0 2.22043142922053e-20 2.1998490834986e-78
HLA.B -40.3876357767145 1.06338038004393 -0.0471078764295101 0.168501969736324 3.29680399802061e-37 0 0.000905699076435551 2.35453869563736e-37
LILRB1 -25.7081678666426 0.857386238347013 -0.165943281039614 1.73155237172723 2.60420919921434e-101 0 2.71706888966058e-51 0
NCAM1 -13.5841239759961 1.42973949434507 -0.0463249404037282 0.405846646768563 3.23664688277388e-45 0 0.000162248752027285 3.44405763375121e-76
PDCD1 -34.7670521130825 1.24442986783595 -0.193682199675765 1.89898754656486 3.24914082956423e-293 0 4.69613566846394e-77 0
ISG20 -81.336191268985 1.13896943918876 -0.0460135960036443 0.13581904321936 2.11352082881969e-44 0 0.000562178667730867 7.16890622823052e-20
ITGA6 -21.8901977595115 0.71721584184976 -0.348415730398886 2.62629663258429 3.24747575466047e-68 0 1.28146657404538e-100 0
B3GAT1 -47.5183698384983 1.40435226187513 -0.0479664475794139 0.00884486787555731 1.15949825563124e-278 0 4.20603970968227e-21 0.394549049788332
HLA.DRA -137.767492825945 1.01221258681122 -0.186737009464671 0.315726738019667 2.29379745148008e-30 0 9.41974594363359e-33 1.27145261889554e-144
THY1 -357.054109203819 1.04234315001154 -0.0930029377897823 0.576908881876478 3.8608446602629e-242 0 8.65155414396364e-09 0
IGHM -204.746854906555 1.08573050504468 -0.152364936330354 0.535913168686632 5.2154033689614e-103 0 6.94605709522951e-13 1.78643064846899e-273
PTPRC -59.3688334206032 1.06714494540862 -0.0592946547651845 0.043968994129181 1.06302622174037e-11 0 4.11951089641176e-07 2.38274176236148e-06
CD5 -81.1111327528535 1.13112843868124 -0.100744680776056 0.0759763445891536 1.06492169392556e-21 0 3.30946058145947e-13 2.04946285219427e-10
CD7 -37.6147479993306 1.08448246141574 -0.101069164267971 0.0118158735385548 0.0257803388964894 0 6.68244719390998e-08 0.436697261274562
CEACAM1 -100.195611638025 1.07521966803575 -0.112584665062981 0.203420718810301 1.13214768797209e-48 0 1.50501591371719e-24 2.20927986892888e-84
PDPN -32.56278309049 1.29455007354132 0.490848479306548 0.272656205573808 2.9397708407033e-117 0 9.61844053414426e-172 5.0200431916699e-71
MKI67 4.29084792300171 0.26371105039819 0.0334556878469137 0.333457810174854 0.00150514191014526 6.50903451038743e-26 0.256904106519566 9.4545907755274e-45
IL7R -2.3123774439647 1.5099346440628 0.188381018772678 -0.0615920251690024 8.09954070964873e-07 0 4.81555988562406e-55 0.180207000083783
MMP12 -5.6402352409101 0.743355169008533 -0.284715783971514 2.29117299799995 2.36423225472065e-177 0 9.38717567472272e-88 0
CD40 -189.438949450975 1.08692234640775 -0.0661046411071597 0.358396205135176 6.15417096443138e-207 0 2.98507519536459e-07 1.39035609276929e-219
FCGR3A -9.67005623208535 1.36827528464789 -0.0341937752958187 1.09654581977476 1.20579630018391e-20 0 0.0124083012501235 3.4612668993774e-103
PDCD1LG2 -4.70570537397364 1.58901206586311 -0.0875956713579235 0.499684898905596 1.54842922414772e-43 0 1.7907665816069e-40 1.74409733488605e-86
FUT4 -8.76969352065647 1.3792581139523 -0.184262423639255 0.68248464330101 5.27468832355695e-44 0 1.40584307766671e-37 4.95052774152852e-222
CD274 -283.742294940137 1.1363557402889 0.00375421831463225 0.00567815585481627 3.29718808948809e-61 0 0.736961110869735 0.515997695619861
ICOS -65.9958649021203 1.19202023636854 -0.0443023021606727 0.0268954288289502 1.87149278513471e-50 0 3.67231365621358e-05 0.01705671689761
CD36 -30.8668445184838 1.42458709705155 -0.0877999332178401 0.336354528096596 4.224497884843e-208 0 2.15720358109193e-71 1.80357974452802e-99
ITGAX -211.940894485653 1.06706653991679 -0.028626093564391 0.236185031349793 1.03197825356882e-173 0 0.00724672783444491 1.24942767906411e-139
FOXP3 -9.31148988489865 1.30249380773471 0.0533752320169838 -0.306843072523843 1.3399827614475e-05 0 1.43059097300543e-11 3.40595848859391e-120
CD8A -71.3305087579051 1.17112446739513 -0.082101020031159 0.0923724315140929 1.36453070475427e-27 0 1.87973019428765e-07 9.43257028138314e-13
CR2 -10.1419209493331 1.24996147656873 0.0242626165257884 1.60331107708251 1.07049987540835e-30 0 0.019464308243772 2.71425292214622e-282
FAP -11.45179470688 1.30515968537634 -0.119548187234461 0.044318479652715 7.06158547306569e-71 0 4.31460786510615e-27 1.74814518361815e-06
CD9 -198.82552779964 1.13830721776593 -0.0954801536577863 0.187521751829958 6.47836859982e-90 0 4.41756837657019e-12 1.71713683916017e-60
CXCR5 -29.9589906755311 1.34341999491392 -0.119996508624214 0.715483994424614 9.84369161637176e-217 0 3.19668410222983e-35 0
VIM -192.590818054039 0.963604002263134 0.0392115812034279 0.266353945546118 1.52876485230941e-49 0 0.0537948617471866 1.08720512425515e-59
IL3RA -23.5650645576372 0.887772336274984 -0.600335149659652 2.72442566666876 3.25293882815127e-118 0 0 0
CD38 -125.971420353844 1.20605406044449 -0.0343343369724708 0.310405714605673 1.03486770435592e-149 0 0.00931966872560192 4.42219230028329e-151
