target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
IL15RA 0.19494713187623 0.0122130127229025 0.194975195948549 0.0122432281108531 0.500161932799479 0.499312561014181
CR1 0.136360110082911 0.000187726581963865 0.136374822326958 0.000562339893286357 0.50013645292022 0.155118351027999
CD69 0.16160691792609 0 0.162906305827028 0.143571129685827 0.509132768558081 0.0520998334562496
TNFRSF10B 0.224068575723565 0 0.224178754176696 0 0.501021665924659 NaN
FZD3 0.235471965151543 0.000155149759236695 0.235583565709217 0.00102920775980841 0.500891863028857 0.210932553739205
EPHB2 0.267643899247422 0.000467744273819903 0.267638506831325 0.00232705449029869 0.499941296205764 0.165959708356181
PLXNA4 0.257545315207382 0.000400537105500476 0.257753321059801 0.311191039272034 0.502096515042951 0.136755046075978
CRLF1 0.214800167962121 0.000155542896101979 0.214850887624748 0 0.500424274812725 0.828281801931043
NRXN2 0.443566748748651 0.00409482457889188 0.443617997461056 0.00134981615903418 0.500542006116952 0.804525827110559
GRIN2B 0.207481275264055 0 0.207488392657222 0 0.500074842794506 NaN
ITGA4 0.416801460081567 0.0014310950875307 0.41683111680614 2.39315328665057e-05 0.500361071410768 0.824393029512831
CD72 0.16801440713333 0 0.168029400400757 0 0.500120247192875 NaN
LTB4R 0.448146997595026 0.00556370934833184 0.448234869848504 0.00831070552304247 0.501242000857276 0.335140735565416
PTPRS 0.444087708327439 0.000202067114508653 0.444033384293529 0.00949521652297336 0.499402064928286 0.0560554607204431
KREMEN2 0.27351585561667 0.00109924836746433 0.273561565736697 0.000728576927426783 0.500567467320876 0.634804727510638
BOC 0.620858485904595 0.004693006252664 0.620938610761425 0.00505735204009206 0.500898619322353 0.479234621928118
ACKR3 0.383750241402784 0 0.383760430511645 0.000892549538247245 0.500062047794345 0.171718198068957
TNFRSF11A 0.150819004101107 0 0.150890158785245 0 0.500496296186883 NaN
IL17RA 0.364165356136256 0.00121176163796477 0.364219839088081 0.0511703237624639 0.500647875365938 0.0611129778870458
FZD4 0.192187412236593 0.00099128546633076 0.192209980321188 0.00264036493680009 0.500132309226111 0.104439202103932
SDC4 0.485830641369423 0 0.485865360600821 0.00365799195024996 0.500464194413344 0.118096164068581
CSF1R 0.271599892618834 0 0.271770183135851 0 0.50096416035086 NaN
ITGA5 0.214200814280334 0.0002193472874501 0.214296927695458 0.00968375744563432 0.500719097577831 0.161989769586034
GRIN2D 0.161465973935811 0.00036827438123499 0.161481976429271 0.0010296075992422 0.500153690480584 0.139043772055224
SELE 0.14060874567598 0.000211813298888197 0.14072762735475 0 0.501001628737639 0.930987929178826
C3AR1 0.266250981575978 0.000199021029911872 0.266253059146678 0.0010731911010653 0.500021457278072 0.150813891414921
EPHB3 0.340384642104103 0.0013785093373897 0.340404518597698 0.00277432044129555 0.500197360548388 0.319311847310158
LAIR1 0.355808412067491 0.000411697305606751 0.355820425166463 0.00151397673531339 0.500123737039794 0.248933724423919
IL17RC 0.226863341241612 0.00171219611163176 0.226885966804942 0.00108722951206008 0.500215624498512 0.712310482177278
NRXN3 0.398141014224156 0.00467683427022969 0.398196011622465 0.00102750829719445 0.50043240934753 0.892678185796731
TNFRSF12A 0.427164016529099 0.00362240026301364 0.42718116847769 0.00150465228731522 0.500138926716599 0.806337513068194
PLXNB1 0.742358745723629 0.00266946154983794 0.742426563908953 0.00299586087736836 0.500675142494136 0.463117717369578
IL17RD 0.121628523463478 0.00289772505625563 0.121644575382 0.00305762345316429 0.50013382248686 0.485070360986277
ACVR1 0.443802005112606 0 0.443851705788245 0 0.500459879660863 NaN
GRM5 0.179416139625105 0 0.179472068240516 0 0.500386487854659 NaN
PTPRT 0.842160716740185 0.00817914178088408 0.841544525513467 0.225492241211822 0.494644190314338 0.04253290516545
FZD6 0.460150200999667 0.0381656532547092 0.460009168080964 0.209962713936498 0.498964016771298 0.0410979035468284
LTBR 0.722158082933378 0.000348302698003344 0.722145439833329 0.00661741625538448 0.499892387380169 0.0920646885248289
CSF2RA 0.389727655290378 6.61377265565033e-05 0.389780323069856 0.06219064485256 0.500552258464914 0.0239035299867507
C5AR1 0.291992274921077 0.000423939572236076 0.291973077337566 0.00416173710177992 0.499820511002825 0.0748836960276155
ITGA6 0.412708369943198 0.00231474295936285 0.412748821528415 0.0051931958604845 0.500404453770968 0.306000738456823
TNFRSF13B 0.158454823491405 0.000300501146612842 0.16122322784943 0.455988056204996 0.528582819519908 0.0851104844775749
SIGIRR 0.573754551878789 0 0.573733383638358 0.0215284296979068 0.499830515823458 0.141240259186794
NT5E 0.350305336048938 0 0.350329528104523 6.0627893427867e-05 0.500215798489313 0.171718198068957
LTK 0.145077858269554 0 0.145177180824105 0 0.500803972199021 NaN
IL18R1 0.32553204907905 0 0.325656118631807 0.186911715633156 0.500854068800698 0.032195354562696
GRM7 0.281433391010026 0 0.281498681852271 0 0.500868741420792 NaN
PTPRU 0.305801466138708 9.80540288264553e-05 0.305818882983634 0.00181742677040631 0.500221195904553 0.176169922959751
CD74 1.75693315104663 0.0356643152551317 1.75199975352149 0.516030546044428 0.453250898313428 0.00101736377598684
CSF2RB 0.181962893359698 0 0.182287926370793 0.0980995914182592 0.503326552698714 0.160375491315167
FZD7 0.361639190799051 0.0242806404022089 0.361680665036181 0.0207392283523977 0.500506350220104 0.558608059595837
LAMP1 0.805387043003212 0 0.805354630342715 0.00198695628929157 0.499785803609103 0.171718198068957
ACVR1B 0.27779235656667 0 0.277873782994414 0 0.500704603850439 NaN
