target intercept intra juxta.25 para.150 p.intercept p.intra p.juxta.25 p.para.150
Androgen -0.0123228331762236 0.963459418610675 0.130577222252413 0.107366400204349 0.047213586660384 0 1.25868629153631e-06 9.46541395037183e-11
NFkB -0.0104403317819977 1.03984957943775 0.0149151801775255 0.0576209788780516 0.000549449304262533 0 0.22378931652218 5.44420103967768e-13
PI3K 0.00686947690255196 0.972966545802351 0.0286241188126761 0.0758766598500285 0.259017616527115 0 0.287724923184621 4.16720467442593e-06
Hypoxia -0.0142000141781628 0.741897793750931 0.0760554315020584 0.200772135718636 0.062125232330803 1.27368110986063e-263 0.0383895495641514 9.79636070395536e-25
Trail 0.00503600999167689 0.839729800138828 0.112383295553059 0.0834776267992554 0.497673835901734 0 0.00168887951165142 3.40196672932327e-05
p53 0.00644990187381352 0.876226224408391 0.215970663968084 0.257677461245962 0.36473978692904 0 7.81789883345426e-12 1.17500899351493e-44
JAK.STAT -0.0146135093751174 0.964514462858895 0.0739913047294432 0.268430350663955 0.00197417767501157 0 9.15195807566666e-05 2.39591322752112e-109
TGFb -0.00962002510126944 0.985380969413823 0.0817027501013045 0.0904944042817198 0.0829990888372916 0 0.000547209381764936 1.65286172230379e-09
EGFR 0.00324473294543674 0.950167005403726 -0.015413498834221 0.0765082362558913 0.647671327535372 0 0.6754476556296 7.25302549398393e-05
VEGF -0.00524715784400621 0.596805914879822 0.0105511183658922 0.0380832073671623 0.502898488580908 2.31726463528476e-106 0.792075575572491 0.0802093300768553
TNFa -0.00280677428004248 1.04056009142848 0.00878559286740429 0.02970475535399 0.330486334646942 0 0.464623281484332 0.000127364872158175
MAPK -0.00307470638034008 0.953562478533824 0.170112947008939 0.201024953179721 0.661386507793964 0 3.76297798266427e-07 4.49338916726977e-29
Estrogen -0.0016548643493106 0.284230915973685 -0.0319881340449188 0.0248903332208914 0.834750264380419 1.00119010844036e-16 0.444809428090104 0.252617460981682
WNT -0.00324656096050565 0.720660014112568 0.0539160719784752 0.0624977831575867 0.673513815753581 5.84756800577623e-213 0.163069979149201 0.00290548602413251
