target intercept intra para.100 p.intercept p.intra p.para.100
IL10RA 0.000282986942171438 -0.0249692443934783 -0.00659001331128097 0.309543164208806 0.862258040074561 0.952582142637864
GRM5 0.000275530865851643 -0.00301240629129959 -0.0031532029081325 0.316004281177178 0.950313120737831 0.961174484455075
PROCR 0.000565953576925222 -0.0287706238973492 -0.0042648884296839 0.15066884674723 0.8093493776605 0.925232799019579
EDNRA 0.00170035910606747 -0.0241746580798034 -0.015896574672441 0.0312148206229908 0.795387396429689 0.778069494919348
TNFRSF8 0.0024461302500878 0.0192513639660315 -0.0117509688807626 0.00408624480788757 0.778928747989984 0.840846844477759
CCR10 0.000274880810870964 -0.00270994152157919 -0.00275733154254781 0.316575908870684 0.963980981133753 0.965876094704885
TNFRSF10A 0.00210077254338127 -0.0733390157688768 -0.0294920272132796 0.00569189579010682 0.49447630985032 0.672353896781941
TLR2 0.00320006551820771 0.128125005899677 -0.0153081335088263 0.00213512924531192 0.133266544581744 0.803369597021098
UNC5B 0.00274113839267252 0.03474169126803 -0.0327275152292699 0.00543476633520598 0.687772094597774 0.605706670764227
OSMR 0.00664542793385796 0.0131935743567181 -0.065199684407026 1.12038871407331e-05 0.886391349453892 0.239454414473222
TNFRSF19 0.00143649451176873 -0.034181438884227 -0.0145059184260305 0.0529489550189468 0.733542237538132 0.82923198305263
C5AR2 0.0104847229553308 0.162097184648024 0.00226187238443129 5.25400214454592e-06 0.0320295722488193 0.965382423834803
ITGA4 0.000555577001685193 -0.00799544367205443 -0.00582705780997427 0.154465783955452 0.899632834958685 0.908462260359274
NPR2 0.00254915776553659 -0.0168232777035674 -0.0191504467355012 0.0189430289991896 0.844485785359166 0.742848972713557
IL2RB 0.000275330150951782 -0.00249679912639503 -0.00231534836374881 0.316180636053493 0.95764287496326 0.958588596849037
FPR1 0.000419733335878048 -0.515679061507419 -0.00533184756958325 0.215854700149082 0.467611191380564 0.948150990222748
CDON 0.00431772366337636 0.0225143264655726 0.112005990812558 0.000949635190280436 0.806833519259756 0.0687499428344843
ROBO1 0.0161547737004233 0.080736140702501 0.00322242752549658 4.50971795103413e-09 0.231572836850582 0.947653381540256
PTH2R 0.000846805352341786 -0.0207198211615414 -0.00535629573074061 0.0787323029801223 0.787863031308939 0.887435159485441
CSF1R 0.00162662997523073 0.0178551772424941 -0.00760438557463184 0.0908664621409179 0.825144150847963 0.876529489575158
OXTR 0.00146982425474791 -0.0510368611635911 -0.0213968653254294 0.0205259630461119 0.598900086887536 0.76044298786901
SSTR5 0.00144442020998711 -0.0399458345751397 -0.0217784835613063 0.0216489914260832 0.670542475758527 0.756055503991417
MC1R 0.00339232389199469 -0.0253104693665674 -0.00831956695629991 0.000660696902309727 0.74790012170038 0.883845893163022
TACR2 0.000848684815748598 -0.0269582104793021 -0.0111087698998507 0.0784010007782816 0.799561951993316 0.850779663469711
TNFRSF10B 0.00687940887904456 -0.0795409536256556 -0.00795585421393549 1.15888940992237e-05 0.347094286673228 0.882944587861371
TNFRSF21 0.00573003843866436 0.263325561467298 0.00924366486851251 0.000410215245538534 0.00278332060195177 0.856987289320639
CXCR4 0.00950377980682872 0.166645369102663 0.170333975235731 5.28677432087589e-05 0.0218180054114437 0.000294440876266686
IL20RA 0.00332285196046638 -0.0198628487684679 0.0833271307531587 0.00301666718933257 0.809906172678687 0.121854107464237
ITGB4 0.0023496174263265 -0.0432182387176207 -0.0305602349882014 0.00350779563037883 0.584800307694941 0.629801431706845
RET 0.0014510672824522 -0.0558889169115689 -0.0169358545404247 0.022039136863248 0.678013870154501 0.775763069344931
IL18R1 0.00027661657648692 -0.00653432026713304 -0.00491896844934221 0.315052567474191 0.93019986503513 0.959624020756949
DDR2 0.00207755974848822 -0.0548027602134434 -0.0255619352667997 0.0060896326161492 0.543169084086165 0.68492873700743
TNFRSF10C 0.00250396529701372 -0.0306958203046944 0.109846747947035 0.0104077183553052 0.675581048962953 0.0401068694364944
FGFRL1 0.00357498283538601 0.186871680731031 0.0171754509571311 0.00260096465625561 0.0631867097595279 0.779602554564097
F2R 0.00867292239972747 0.0469753833909715 0.0500553893714574 4.60100841028945e-06 0.482185110616464 0.383207233029677
FSHR 0.000276251220016117 -0.0035373259759292 -0.00637758902254747 0.315372412962673 0.952583095036819 0.941639905300578
ITGB5 0.00389659925463144 0.190955563878928 -0.0390397902130023 0.0027146860947377 0.0235521543371814 0.491832932145723
NOTCH3 0.00641318978973724 0.285885021269779 -0.0712201422816356 0.000165835423396406 0.000550752840809124 0.167332210784689
TNFRSF10D 0.000277192713284197 -0.0118315556284488 -0.00509311613897206 0.314549059057415 0.933178296474059 0.941730248401301
FZD3 0.000448045829237432 0.161414350496064 -0.00993593407515303 0.35309462656101 0.711334442661445 0.892888875781333
IL2RG 0.000589296694364385 -0.0674176586065422 -0.0108702521492663 0.142506502993753 0.714189779743499 0.891700132286266
LDLR 0.00202479320387294 0.237218497904582 0.00239158272058702 0.0263775435970425 0.00319565243789498 0.972494975286521
IL12RB2 0.000279309407479565 -0.0151462949962702 -0.00367911007885683 0.312708198709724 0.894264889417602 0.960584088099983
PLXND1 0.00947949294992765 0.0423336372972321 -0.0571479299790774 4.76155721448385e-07 0.633460885086973 0.306412057842101
CD47 0.0321768919977326 0.195406049537609 0.0209750618442809 3.63950654550484e-11 0.00240120909879033 0.650203614028412
HTR2C 0.00215614629911827 -0.0892377390726848 -0.0291824615390612 0.00522841799386687 0.441553932980801 0.655343373172618
GPR39 0.00313047077170548 0.0981903854289772 -0.0280969004442283 0.00934984666555031 0.269530242312422 0.611003064919071
PLXNA2 0.00497728019905348 -0.0176273242282589 -0.051421769123347 0.000106903550573664 0.838078420477032 0.371408174979183
CELSR1 0.0114850869888935 0.384569181173794 -0.0621235422541262 6.90841581746524e-06 3.28397753496843e-09 0.251314774181194
FZD2 0.00206557891410067 -0.0485067801269785 -0.0336004924886402 0.00619668832184693 0.578933316116192 0.66157940698478
PLXNB2 0.0351765831395543 0.442354350180194 0.0384598559003872 3.03627552627227e-07 3.95818204098907e-10 0.398709833506659
CCR3 0.000837800646713149 -0.00872750901001575 -0.00992522712738406 0.0806844117168726 0.880329858140888 0.85831263784508
UNC5D 0.00144429427393124 -0.0355264659411139 -0.0224085391493523 0.0216547143067431 0.673925529322531 0.759119224504824
ITGA11 0.000420531862693242 -0.50996300025975 -0.00749890438262224 0.215418409748684 0.466500989614355 0.933996740733907
FGFR1 0.0262769084103804 0.2401668367306 -0.0292159551181789 1.19981432440454e-09 0.000460128663781125 0.561104528323349
LGR4 0.0053073010911333 0.0742137981629519 -0.0424623531014545 9.49680063570233e-05 0.234498648569662 0.462154461982287
PTPRB 0.00141902050639857 -0.0267191138928289 -0.0215359265656892 0.0230343169947082 0.79210296881367 0.753538419064176
PTGIR 0.00176519861024588 -0.0613538454982256 -0.0205187643009092 0.0116167127774943 0.603551701401866 0.730096360075044
FZD4 0.00362894578191168 0.117997834400738 -0.000487336386341242 0.00125780684319928 0.130312908418408 0.992707764069543
IFNGR1 0.0187830448255614 0.346977551607675 0.0584789071177409 5.21358330164287e-06 1.06740828150067e-06 0.186360478388311
IL11RA 0.00148283265109763 -0.0613316848439211 -0.0241147444351874 0.0199744026882432 0.575899233556034 0.74718788239561
PTPRG 0.0179200910238667 0.165582466185821 -0.0281287394202695 1.714355593345e-08 0.0319628791818458 0.570426963553803
IFNAR1 0.0248900872197996 0.165183131189879 0.0738818874613234 2.33079814561773e-09 0.0178301660046137 0.131140912393027
EPHA4 0.000557976280130099 -0.00954714041451313 -0.0128327307715811 0.15357831314575 0.912762364565818 0.87209229856714
ATP6AP2 0.0428114308457506 0.337814673439787 0.0237914328260946 1.65279930719607e-09 6.59964143891174e-08 0.60879555939952
ITGB8 0.00771162205586097 0.00313082050930799 0.0571907193504726 3.59762327241571e-05 0.973636919700956 0.277206358240791
ITGB7 0.00113046874277343 -0.0169641391992797 -0.0167471571020277 0.0972110386562109 0.837547650536207 0.833006845432075
PDGFRB 0.00209768531166077 -0.075109164540475 -0.0293620640834616 0.00565385517796804 0.49705430328699 0.672531142282563
EDNRB 0.000277117155628951 -0.00748668928049879 -0.00350480175049549 0.314615031873282 0.923918737313748 0.956636326884478
ITGAM 0.00236029705130608 -0.0781878169931465 0.143444204601301 0.00694086853010638 0.427370862388485 0.0288117349454474
SDC3 0.00265152321280652 -0.0669604764160358 -0.0222335656171811 0.001953999176494 0.480863985915218 0.729501686340424
FPR3 0.00170406889946393 -0.010329378503558 -0.027176865023368 0.0142466796911138 0.897853009451404 0.693157078682049
ROR2 0.010642882989691 0.109911496198923 0.14903902136955 1.16823045568078e-05 0.191749965675115 0.00420124740818519
DCC 0.00645647288014338 -0.0216824488477168 -0.0529105563801631 6.84082709643092e-06 0.8160485324478 0.386823545275903
ERBB2 0.0133749679771676 0.0584245512148564 -0.0507315595213804 2.83531252026485e-08 0.397810761885608 0.318909994053716
IL13RA1 0.0392244501178234 0.457049890182996 0.0776245523373813 1.78237109524935e-06 6.41592194248519e-13 0.0788358640101618
ITGB6 0.00287194009743763 0.471322871421791 0.181436326143217 0.0723834923121072 7.50191111701666e-08 2.13520868563896e-05
MST1R 0.0079329127887703 -0.0163840800368145 0.0940201312817575 2.62715021080747e-05 0.845217283218044 0.172966247877908
ACVRL1 0.000277472073773712 -0.0081176298133967 -0.00764324031644078 0.314305293697731 0.931363791368022 0.938320273128773
PTCH1 0.00993375888235714 0.00719685390757523 -0.0140173116598301 2.18198551766723e-07 0.922143073639004 0.790642450150048
RAMP1 0.00321185301750905 -0.0655183008050409 -0.000882918279788898 0.000771260890089577 0.432150986475698 0.98828460210786
CD27 0.000276386705718139 -0.00960788341716435 -0.0060410607957395 0.315253754641016 0.952192067139991 0.939270006044026
PLXNA3 0.0046817487697523 0.178882211802963 -0.059063241367732 0.000234241376799778 0.0137358888402279 0.270979713053026
LHCGR 0.00208057697990135 0.392529628454644 -0.0332359508794271 0.029456150892066 6.26778642969165e-05 0.551845407224619
PTPRM 0.00381870648714465 -0.0650816037680772 0.12712711159031 0.000745576166916221 0.516216260435511 0.0179775093416644
VLDLR 0.00254003830766665 0.0353242811983385 0.0369954588325542 0.00537666559720264 0.674614798512906 0.540188658545047
ACVR2A 0.00249013332903699 -0.0791687912995307 0.0620267498194074 0.00392544500853672 0.445970145486219 0.247066652081627
FZD5 0.000830309459636362 -0.00750399127265952 -0.00435261327495194 0.177541587381254 0.919088806444154 0.923872034919296
EPHA2 0.000275121540530204 -0.00237814384318655 -0.00284894069528913 0.316364064800855 0.961345825615745 0.960903011782122
IL1RL2 0.000278890255379004 -0.0160790406970165 -0.00398044257264654 0.313071610584341 0.903194796340469 0.95400191211841
EPHA7 0.0087276221917827 0.0361810124298147 -0.0271464450913121 1.30679917317615e-06 0.658657404733999 0.603606516870842
PTPRF 0.0426878053999956 0.430536076069686 0.0860383510407392 1.54750398735228e-07 5.67878766168725e-13 0.0601998613644324
ROBO2 0.00816115964992947 0.114332899513031 0.0391386535436045 1.41615536559386e-05 0.121079367808846 0.491834563548945
TACR3 0.000500752635197946 -0.108087032469546 0.178191598736344 0.216906139462214 0.677933558156584 0.00204010275073807
IL27RA 0.000558024184011413 -0.0159534998650032 -0.00911973820194408 0.153560652891355 0.872849487870027 0.910772194763595
TGFBR2 0.00228827518016376 -0.020879268131794 -0.0209895258688032 0.00410799103840042 0.747595916418687 0.675690531094922
RAMP3 0.000844873683727344 -0.0163444300700432 -0.0122516359568187 0.0790743785938918 0.81558508103963 0.858713155129908
FZD8 0.000558776398581383 -0.0171287701136917 -0.0081975257290332 0.15328364288384 0.868848978552525 0.907052221607987
GPR1 0.00114519379934387 -0.0336462178488054 -0.0154362059109894 0.041283840776025 0.735350685917804 0.818957380651213
