target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
FGFRL1 0.0100125386101623 0 0.0100178157981456 0 0.500161819293675 NaN
ITGA5 0.0146701487928591 0 0.0147039600659068 0 0.500736456420468 NaN
TNFRSF19 0.019824676975769 0 0.0198431683285399 0 0.50043017772628 NaN
PTH2R 0.0225907930060767 0 0.0225929603293617 0 0.500052297803166 NaN
EDNRA 0.057103993211265 0 0.0571836154516448 0 0.501594257055999 NaN
ITGA4 0.118051394012909 0 0.118024966658536 0 0.499750058613842 NaN
IL2RG 0.0294468063582143 0 0.0294816249328696 0 0.50071543212451 NaN
ITGB4 0.0197976977478378 0 0.019813033018705 0 0.500357568038766 NaN
TLR6 0.0197760878202583 0 0.0197992886920154 0 0.500540769025091 NaN
ROBO1 0.146320009068221 0.00104587773551266 0.146374885394965 0.000927198323354339 0.500419114284242 0.544954344683418
CCR10 0.0480201044678407 0 0.0480619172492243 0 0.500806323385645 NaN
CDON 0.0198310446214306 0 0.0198502307595147 0 0.500446388899427 NaN
IL12RB2 0.0100139243767842 0 0.0100204799962411 0 0.500201025974321 NaN
IL18R1 0.00997932086126713 0 0.00998659257061876 0 0.500223940491297 NaN
SCARF1 0.0555598636966588 0 0.0562009246228245 0.000948142079130476 0.510245362179608 0.0849059085781649
NPY5R 0.019791062807172 0 0.0198238204696432 0 0.500763816243645 NaN
IL20RA 0.0198372777469655 0 0.0198785155918877 0 0.500959674000236 NaN
FZD2 0.0339057767783254 0 0.033960128162293 0 0.50096743473152 NaN
MC1R 0.0672053304005917 0 0.0672726987970982 0 0.500823467399103 NaN
UNC5B 0.0735575481754748 9.72242241031762e-05 0.0735983894604081 0.000116928089939616 0.500630851891503 0.449194492764624
CSF1R 0.154105694038887 0.000880447649340343 0.154145740982804 0.000525496887787191 0.500433012388879 0.696220245984829
ITGB5 0.122006843541471 1.42221054362235e-06 0.12228774369287 0 0.504683896016958 0.828281801931043
NPR2 0.0100116751268799 0 0.0100190145613585 0 0.500225056314112 NaN
CCR5 0.0811993080535146 0.000295116543141349 0.0812977144631682 0.000271212288603806 0.50161873780518 0.526350720081802
PLXND1 0.154951286218681 0.000939190210200769 0.155061203905416 0.000564414321511453 0.501220553289329 0.719644992265501
NOTCH3 0.0293867473060611 0 0.029408895599413 0 0.50045549945562 NaN
CELSR1 0.0787215075842697 0.000521263234847313 0.0788130938227413 0.000642147852856312 0.502103565518749 0.44274478357497
DDR2 0.122845526172862 0 0.12300486637607 0 0.501760022946053 NaN
CD47 0.255806748994775 0.000378946280413439 0.255961546312917 0.000139534336260938 0.502370067903713 0.771730448437664
ITGA11 0.0293846395165381 0 0.0294198900053726 0 0.500725029183457 NaN
TNFRSF10D 0.0101329172489505 0 0.01014244643701 0 0.500292641130444 NaN
FGFR1 0.0698929336586081 0 0.0700150383146818 6.32780673924804e-05 0.502412591184147 0.0425912783354898
IL22RA1 0.0100116694167249 0 0.0100161918196374 0 0.500138672505601 NaN
CXCR4 0.126411132228414 0.00117954260601425 0.126428595281229 0.00102399161883744 0.500264321907859 0.566357174234505
F2R 0.191669515700422 0.00399917111804089 0.191615804521856 0.00602165235183851 0.498476060389613 0.277394815449576
ATP6AP2 0.308610381339915 0.00237348984227912 0.308755676614487 0.00232418069655157 0.501267846029362 0.508754218247023
IL11RA 0.029586309475074 0 0.0296175881369095 0 0.500644089793884 NaN
UNC5D 0.0243888469762816 0 0.0244116243408213 0 0.500433164286937 NaN
PTPRB 0.079223218690048 7.34579019482373e-06 0.0792926701232921 4.55176787947931e-05 0.5009486015616 0.214048992009274
IL21R 0.0100144506450658 0 0.0100202947163686 0 0.500180050974516 NaN
LGR4 0.0764886061803054 0.000266941950213373 0.076528556072504 0.000406631962058124 0.50051635898928 0.294184370201731
FZD3 0.0294931514138558 0 0.0295310228550968 0 0.500780526824734 NaN
CX3CR1 0.0294428794455762 0 0.0294640618051125 0 0.500435168259457 NaN
ITGB8 0.0100131491693793 0 0.0100197858319387 0 0.500203509333797 NaN
FZD4 0.0475529127605461 0 0.0475701627477825 0 0.500273787906406 NaN
PLXNB2 0.152697586131083 0.00496258870533779 0.152741603280951 0.00512234706897993 0.500592525006747 0.487927054426558
PTGIR 0.0968603907672732 3.69239941366839e-06 0.0969671611654309 0 0.501185722659442 0.828281801931043
ITGB7 0.0891695555470928 0.000506081367826716 0.089499035429494 0.000647700742670965 0.502930191905352 0.432620662026549
F2RL3 0.0197916988230391 0 0.0198066738576947 0 0.500349139308959 NaN
LDLR 0.0470581976519256 0 0.0471960584031647 0 0.501573889844669 NaN
PLXNA2 0.0600150624655633 5.43615083335003e-05 0.0601154851925484 0.000228805363674578 0.501509419728123 0.0901120956643923
ROR2 0.0480645072270545 0 0.0480953508130712 0 0.500595471022578 NaN
GPR39 0.0198503597689338 0 0.0198705889621232 0 0.500470773995613 NaN
SSTR2 0.0100213363113953 0 0.0100289193365648 0 0.500232553633429 NaN
S1PR1 0.052268306044319 0 0.0523448117505463 0 0.501336513193185 NaN
ERBB2 0.139730602857242 0 0.139783018472043 2.4440985110008e-05 0.500559309430349 0.171718198068957
CCR3 0.0100499537261042 0 0.0100543301797078 0 0.500134260007738 NaN
IFNAR1 0.159975980346135 0.000399224643673823 0.159966640336294 0.00187201881580366 0.4998765083387 0.0543511525088602
RAMP1 0.0974104879071455 0.00013775338124673 0.0973915238074478 0.000607928924137835 0.499559080356664 0.0195327817371813
EDNRB 0.0198015347448969 0 0.0198230218010287 0 0.500501058959552 NaN
PDGFRB 0.103514218680465 0 0.103561822823231 0 0.500611202738713 NaN
TACR3 0.0100117008540596 0 0.0100158602507795 0 0.500127541248501 NaN
CD27 0.0100113964369839 0 0.0100183975451688 0 0.500214680707365 NaN
IL13RA1 0.168019519909459 0.000383089914263279 0.168028151204506 0.000606380908262305 0.500222409353583 0.379896203444249
DCC 0.0243118232964766 0 0.0246536512815837 0 0.506514657243688 NaN
EPHA4 0.0432261756663019 0 0.0432667603674918 0 0.500703105757724 NaN
ITGB6 0.0484574500211685 0 0.0485168935976125 0 0.500839388748354 NaN
IFNGR1 0.184725631012358 0.000106974087259837 0.184864917660584 0.000280422905909283 0.501773446185699 0.287204256001494
ACVR1B 0.0811441921731554 0.00158409400990416 0.0812110024717874 0.000865720003743808 0.501096785017069 0.765452611489185
PLXNA3 0.0100054997074499 0 0.010013268811623 0 0.500239336068139 NaN
ACVRL1 0.0706437826828787 1.49794286460336e-06 0.0706767621080494 8.74912180447329e-05 0.500475375701301 0.0484664797959912
ROBO2 0.038883385416592 0 0.0389044253187674 0 0.50041080142441 NaN
PTPRG 0.136605901454835 0 0.136633535520189 0.00165525408613593 0.500346545904331 0.0648681662718514
ITGAM 0.0583090257612484 0 0.0583705598454593 0 0.500727467544011 NaN
FPR3 0.0764617389668093 0.00039321495314707 0.0764813095794237 0.000325550011195908 0.500253789169668 0.624203969624302
EPHA7 0.0294518345313005 0 0.029490553190557 0 0.500795638846448 NaN
MST1R 0.0100141407124296 0 0.0100207567979727 0 0.500202880789049 NaN
LRP4 0.0100522333396129 0 0.0100589661862626 0 0.500206555736684 NaN
PTPRM 0.123178047046167 0.00231717608493468 0.123320074116843 0.00317439440286035 0.501930083110665 0.372827176388497
