target intercept intra para.100 p.intercept p.intra p.para.100
ITGB7 -0.0192575134229807 0.319225770635415 0.011200188373727 0.00229188244571247 0.00127111584766355 0.8908786087922
CDH7 -0.0145079108791788 -0.0415531330679919 0.0184203416750386 8.03147103073945e-05 0.332688322716616 0.795537630662375
MARCO -0.0242888185174133 0.0473039728456911 0.00990696161842741 7.70760756060319e-06 0.458086225268273 0.87809943435957
EDNRA -0.0434477747678296 -0.00890925971505336 -0.0663668833347224 0.000437411115022845 0.895537415316502 0.329512094943924
CD226 -0.0369594984612212 0.0189471375785244 -0.0678686170909044 0.000965122840789197 0.762098007682388 0.322997918148279
GRIN2A 0.000174177226730811 -0.154169432384259 -0.075556438952472 0.990201155444024 0.0205822493360215 0.282934316856823
LDLR 0.000315767829642677 -0.161588582411718 0.0427288810202243 0.984618977188078 0.0194470592083915 0.463369640332737
CELSR2 0.0010734572650368 0.242878055809639 0.202082003748238 0.944685278094602 0.000197273939533856 0.000222329592921026
CXCR3 0.000128266151747559 1.01088443774551 -0.00218421467348228 0.00052302335211317 0 0.201988336923826
CDON -0.0186982056691687 0.128413870623093 0.0719018562704063 0.0914764752379592 0.0441923192356856 0.210734545618014
ITGAD -0.02296990466223 -0.10722271947823 -0.0390921899327173 6.55157001466718e-06 0.0292155763087334 0.496137561127548
ADRA1A -0.0298024920175976 0.0633260656134819 0.0304118055278013 3.91991765209604e-09 0.286734942883783 0.755702423717838
CD38 -0.0313598243333379 0.00382570054119144 0.00935075805278842 0.00302412526609589 0.943313691292447 0.882758133959813
P2RY2 -0.0169893386854203 0.124338765327535 0.00610968860410275 1.12614804845934e-05 0.0894791172586317 0.909012636197962
BAMBI 0.000266839460401156 0.128402698459906 0.160894768770958 0.988456274984754 0.0159438122606423 0.00222071328115746
MST1R 0.00437156494511766 0.000629038819617521 0.20976551874606 0.796174445911648 0.991974752927635 0.00027689297341698
KREMEN2 -0.0212515022365208 0.0633307404821773 -0.0132364043996973 3.55308885589228e-07 0.506882243740605 0.779929604707564
IL1RAPL1 -0.0103936698734195 -0.0185864714296089 -0.0629457100780259 0.479395399627702 0.758697782022526 0.299569825358511
PTGIR -0.0116030239904429 -0.124606722462826 -0.0565137426421871 0.391198616415808 0.0728972303210924 0.370534640656208
GRM2 -0.013317374157822 -0.0247923354283366 -0.0131326440479528 0.000294354583830432 0.719888305775149 0.863706380784238
PDCD1 3.60738498162872e-05 1.01283468347615 -0.000195503421538463 0.11816653866691 0 0.898634876568018
P2RY12 2.49790417605148e-05 1.00392401420841 0.00227858940418715 0.169773876776828 0 0.0785510325663527
GPRC5B -0.0216612166711538 0.0113820433138815 0.0692065775945864 0.156590238315072 0.839122617535668 0.254795484886438
APLNR -0.075342642711602 0.116773039868452 0.0360757632516204 4.20079337344372e-08 0.0272472666564015 0.473960006937933
FZD1 -0.0245310547335647 -0.0757419889213848 -0.0336279422495754 0.000555980745556389 0.208098598167046 0.49664091756447
GPR63 -0.0176460141930701 -0.0188647042685156 -0.00340514740299048 0.000915186436035766 0.842608206314591 0.962069515995234
CD3G -0.0180075915874022 0.0266560327627279 0.0177800264663172 0.00498958137911861 0.762082058463556 0.815933434770423
EPHA7 -0.0314936418806487 -0.0896524894037785 -0.000742830383966586 2.6831740823465e-05 0.154303074850863 0.992558090203238
ITGA6 -0.0538924848742702 0.0378107958267685 0.0427126298199511 0.000160279341692569 0.509088382293339 0.468812489475699
UNC5C 0.0331842142210565 -0.0287256208945693 0.0120737309630278 0.114112146660425 0.635307716222345 0.823688302686933
NLGN2 -0.0163185470335515 -0.0181557324041868 -0.0330239573139916 0.204481292618771 0.731410293454051 0.539900760969735
PLXNA4 -0.00360807847842101 -0.061027896391039 -0.0801921720321021 0.812243639787599 0.376600782072484 0.210366464805657
IGFLR1 9.78499832024047e-05 1.00917887434406 -0.00127414546612449 0.000186900457641279 0 0.34050023620169
HCAR1 -0.0185435526860345 0.0222672699362084 -0.0255564479293977 0.0640067861470505 0.779991795921959 0.720403507178899
KLRC2 -0.0151045671693458 0.0495579127025325 -0.011460370479822 0.000119952801981291 0.563925763535917 0.885674804670275
GABBR2 -0.0157368239185095 -0.0876652622495716 -0.0168916341380646 0.0439374755049676 0.200324583376051 0.783880512424775
DDR2 -0.021542646893795 -0.0405440575210733 -0.0447377922517088 0.0517969030615508 0.584679751212501 0.45777975618373
EPHA6 -0.0172893157639938 0.0609618661560311 0.0384345133294027 0.173554830554094 0.235799814129018 0.491644687247702
PTPRR -0.0228218764174541 -0.0270809693204791 -0.0168568479061148 0.000368086097080884 0.760823133749035 0.785359774621623
CNTNAP2 0.0469076698878629 0.149847903747459 0.0278717789800867 0.0406548736664106 0.00418777137534646 0.590776809782437
CCR2 0.000152029372516839 1.0112887043607 -0.000415951209545902 2.73372080977801e-06 0 0.822224859373179
SUCNR1 -0.0310862956603406 -0.0301074730192067 -0.0232253121672689 2.25931189726957e-05 0.502891288354844 0.743400870989165
CD3D -0.0254128706303395 0.0214713534797998 -0.0111867259509427 0.0334463888263218 0.762824322029266 0.864404444437001
EPHA4 -0.0224080349267993 -0.0749247408814753 0.19053470406161 0.00218962619767081 0.282844123761763 0.00212809501190874
INSR -0.0208896488130297 -0.0121033649177978 0.0625002824130771 0.209122354015243 0.840379465634808 0.231582720005377
TLR5 -0.0175771663711138 -0.019711506993489 -0.0431193055276923 0.0748483158991 0.73248385528265 0.536535134028626
NRP1 -0.0724295983070712 -0.0298303978018304 -0.0486337100502491 1.23482200162813e-06 0.575723891607834 0.38623339939782
NRXN1 0.0453801488033697 0.0431017857685013 0.0580671730126216 0.0455362189070081 0.460429314395881 0.272767793339653
GPR183 -0.0127316194249446 0.00747523194337347 0.119145208414469 0.00127530928884064 0.876157313915418 0.26791869956206
SELL -0.0123136136755489 -0.0845821714791939 -0.024894863247431 0.262951192598604 0.168702574729949 0.742323644353054
GPR162 -0.0211764370147384 -0.166222115154816 -0.023174785966276 0.00321966368145766 0.0300195830738104 0.752368319705236
ITGAX -0.0228682699089637 0.083449862471147 -0.0270713935686056 0.00905874574409176 0.222913992792484 0.686926461511761
FPR3 -0.0150897510168995 0.0679272861349736 -0.035032200497687 0.351441651947511 0.318382793463377 0.5959039607451
TSPAN1 0.0104996755893357 0.0506139217061753 0.0414329834560866 0.566112315034651 0.355261828664414 0.445625148331075
IL1RAP -0.0143741689286835 0.0895234321767049 0.0796851569288552 0.169748084829525 0.131409484114318 0.253161511428451
HMMR 0.0216750851678334 -0.0743594654957213 -0.0236201048678646 0.24298680357261 0.179373137813004 0.660132963407196
GPR161 -0.0302125719332157 -0.0174458152107636 -0.00234256227663392 6.91796738790753e-11 0.813794955663891 0.975416145827305
ACVR1 -0.000983463389784827 -0.0997881071575579 -0.00356522036034533 0.945833814138937 0.0676093098810046 0.951769733877008
HTR2B 3.09060101921872e-05 1.00413247064378 0.000300371267441498 0.0708205087919173 0 0.811340916600803
TNFRSF10A -0.0133409854735159 0.00593088682580619 0.0188737112951491 0.0086528421693315 0.929264290323655 0.793361690198831
CCR5 -0.0181904093534064 -0.0140621213206083 -0.0269559519856256 0.0206555344111326 0.800265079471598 0.688743625887458
PTPRF -0.00277380347238586 -0.0577247721144226 0.212386496548165 0.86371836430364 0.345409361576893 7.08027057207523e-05
ST14 -0.0190495696156886 0.0104701311818937 -0.0146633183934499 0.0067610641974779 0.837018829527798 0.804150809129741
FZD3 0.000687474384001787 -0.050449095824358 -0.0596226201072947 0.964499313181961 0.39247380070142 0.326784505334804
GPR4 -0.0369287556473128 -0.050404068912852 -0.0202358215474372 0.000115183682990935 0.601207536016717 0.786988118242291
RHBDL2 -0.0237947023026914 -0.0566440680146393 0.0235472432000214 0.00624431367679022 0.415572471471123 0.695344328686606
FPR1 -0.030514985657162 -0.0438455773247808 -0.0497850745815123 0.00238270378410064 0.559358038848578 0.478258478049251
GRM4 0.0212974414024529 -0.0545224462282337 -0.0698595681124772 0.24769504371218 0.370130156248285 0.216782523956273
IL18RAP -0.0087379046585687 -0.0154383704601288 0.362979928435047 0.145391648909895 0.82415710446108 4.99306129976979e-16
ROBO3 0.00510989755321016 -0.0318511906481587 0.00266018203941231 0.712427479367115 0.584102458355709 0.959737253885613
IFNAR2 0.000930197086930716 -0.0459706432627306 -0.0544648254384628 0.95883733347249 0.418817741203838 0.323084336198597
PTPRG -0.0664149673747098 0.275603874412539 -0.00642624876872311 1.11685815612981e-07 1.65245597507492e-06 0.908101065261524
GPR84 2.79624556948337e-05 1.00615560935272 -0.00149719115863271 0.145421241937234 0 0.193586664673286
CNTN1 -0.0220207906241125 -0.0200742632451573 0.0778144109689571 0.0482908567183198 0.787309772879646 0.248529720283949
S1PR5 -0.0139764880283506 0.0280974176409077 -0.000950224249305483 0.00739863152587229 0.755153170066075 0.990780947340123
IL18R1 8.13385563690946e-05 1.00433496063901 0.000550497277930376 0.000276266348867508 0 0.668824824990781
GFRA1 8.54075021717792e-05 1.00273576426297 0.0049700576757433 1.97721676310349e-06 0 0.00357539678091584
TNFRSF10D -0.0205813586360225 -0.0154789182080418 -0.028860648947065 6.75108559755072e-08 0.674407906742585 0.664551567544945
IL17RA -0.00312341617454172 -0.00730874443487902 -0.0209138845175619 0.849555379580364 0.900555096788893 0.750235869683278
PTCH1 -0.0265588731086825 0.0329923450327138 -0.0284263765318283 1.4792023520938e-10 0.290515110677019 0.721750506301517
