target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
EPHA5 0.0159523371700711 0 0.0159556490950155 0 0.500117684944588 NaN
EDNRA 0.0357421601414274 1.20848104070426e-05 0.0357474620810437 3.015965617158e-05 0.500191070610861 0.108373589678972
CCRL2 0.0474492267660041 0 0.0474784117927477 0 0.500711863397977 NaN
FSHR 0.00934843419345606 0 0.00935019456132582 0 0.500082569833089 NaN
TNFRSF19 0.0590428233443349 0.00100553575734683 0.0590553025943859 0.00104353207988398 0.500265276424846 0.481656346998701
IL11RA 0.0565161657595764 1.10727027607838e-05 0.056530351124205 2.54003074988129e-05 0.500312367340955 0.307136500682552
ITGA9 0.0541021894651204 5.99502766252202e-05 0.0541059614579213 7.02877193985874e-05 0.50014175008052 0.456086184473545
MC1R 0.0389865784173669 0.000682989917355181 0.0389916459192536 0.000681785489239362 0.500127332314182 0.50049103865049
UNC5B 0.047355268918392 2.60099173594153e-05 0.0474236516922463 0 0.501826717511738 0.828281801931043
TNFRSF10A 0.0603252744711376 3.45408938686065e-05 0.0603294999175556 5.25021941024772e-05 0.500102278218649 0.340946177892725
GFRA3 0.0159721941875447 0 0.0159759276143721 0 0.500132593395621 NaN
TLR6 0.0429941207468225 0 0.0430018406636086 0 0.500232235688525 NaN
NPR2 0.0248268508334281 0 0.024832680723484 0 0.500172196711191 NaN
DDR2 0.0514672298436904 0 0.051480924622591 0 0.500411792991333 NaN
CDON 0.10512591956053 0.0102670296035966 0.105117269384664 0.0103199820318705 0.499718076129254 0.497488787590046
IL2RG 0.0852734265882591 0.00123311200943814 0.0852824351745314 0.00124783386358471 0.500170655034508 0.495700191313213
FPR1 0.0340096852503025 0 0.0340137538987385 0 0.500115869205643 NaN
RYK 0.166485048967087 0.00325780785586262 0.166488050654826 0.00316428181102077 0.500158606345956 0.528421709223463
IL2RB 0.0455159096626113 0.000719999612110789 0.0455181757659375 0.00076224596597797 0.500080833890408 0.4748278805041
TNFRSF9 0.0139483314203885 0 0.0139497862011994 0 0.500059898138403 NaN
IL12RB2 0.0230121266508443 0 0.0230164737717961 0 0.500165877361039 NaN
NGFR 0.0294190534952322 0 0.0294734034442274 2.68467566548192e-05 0.501945593436038 0.171718198068957
IL20RA 0.0541077496474954 0.000379568126739904 0.0541119947198617 0.00040607864861365 0.500159945978779 0.475035212982743
ROR2 0.107957837842732 0 0.107996968097606 0 0.501067478268447 NaN
IL5RA 0.0313764324563216 2.76994320296264e-06 0.0313831304805572 1.94213654153841e-05 0.500223284377996 0.0397932010049187
TNFRSF13B 0.0139390922811946 0 0.0139408608384536 0 0.500072867000834 NaN
CCR5 0.07134314702198 0.000674440971292045 0.0713500680044357 0.000712446363509267 0.500188320180103 0.478905705919953
TLR2 0.0660967546762356 3.65587889993968e-05 0.0661080681740978 3.69279226914099e-05 0.500322799165837 0.497205132542197
PTH2R 0.0382458870810141 0.000516006603403762 0.0382525182249238 0.000533677688768419 0.500295633437564 0.485516470184843
PLXNB2 0.137592076278078 0.00171588478348215 0.137599256462304 0.00169989568636905 0.500233531177998 0.504407914899385
OXTR 0.0741776677133437 2.70587623685703e-05 0.0741888774007278 2.01822421376563e-05 0.500307339888638 0.579475098885619
PTCH2 0.0240679294426898 0 0.0240743047187449 0 0.500184464768001 NaN
CXCR4 0.189486064248583 0.0102712266328761 0.18934285046632 0.0119892162192641 0.496992246855123 0.368116828501712
TNFRSF21 0.0390267499638616 0 0.0390394952508848 0 0.500295322390519 NaN
TNFRSF10C 0.0230064282486679 0 0.0230305903399383 0 0.500922031416904 NaN
ITGA5 0.0495467553924132 0 0.0495768568130068 9.34117473757712e-05 0.501320457030718 0.171718198068957
FZD2 0.0743606061033816 0.00028881959080661 0.0743711409332712 0.00677672037651913 0.500511451765257 0.0983597907618401
CSF1R 0.123083635462399 0.00494713790343707 0.123084352166491 0.00509118555959666 0.500016200852885 0.479394898706366
ITGB4 0.049598630638272 0.000329768819616183 0.0496066348703329 0.000174260330228204 0.500352522018591 0.666965944809283
CD47 0.450978528899257 0.0772872297552012 0.450315204310192 0.0801878560932403 0.485386888809063 0.436425443194071
FZD3 0.0890257608954018 0.00113239987135915 0.0890269921500843 0.00117105227902971 0.500038910425134 0.482844576413058
NOTCH3 0.10255278495023 0.000274567126325098 0.102531301217606 0.0035075188346917 0.499178474723195 0.064674547015428
