target intercept intra juxta.25 para.150 p.intercept p.intra p.juxta.25 p.para.150
Hypoxia -0.0282345864746419 0.791208357083092 0.180250845083969 0.610723301720478 0.00084416234219046 0 2.99735955424375e-09 1.28683346534922e-200
Androgen -0.00649323959738099 0.966614133290564 0.0468089841549878 0.0668716043662032 0.456660273490167 0 0.19374952587448 0.00293177383419115
PI3K 0.00710122057141188 0.977415303826787 0.0973918607966561 0.0667005271731753 0.410296110881059 0 0.0056959983981337 0.00255761816184972
NFkB -0.00547286724226584 1.05432131898 -0.011682879990928 -0.0189189880562704 0.38888075240181 0 0.658245051968806 0.235324977572747
Trail 0.0048211210283649 0.828629566485827 0.0188921400843652 0.0864084773127778 0.629861646883383 5.78326921201758e-244 0.662514521734116 0.00115810138671615
JAK.STAT -0.0247282157429852 0.886338719071539 -0.0411376734846154 0.496954010436662 0.00110136406502688 0 0.159942771821302 8.1839411322271e-190
p53 0.0111281846585336 0.787069757240723 0.121440204303573 0.349705989492872 0.247303886823806 2.67063549563989e-264 0.00260522074823837 2.79938733975059e-51
TGFb -0.0122256853294319 0.954049673349537 0.124399262525454 0.0837159781203987 0.164656860614172 0 0.000572823262493471 0.000258616548119825
EGFR -0.00130230306237687 0.948220128913875 0.16128631298654 0.0731011152526112 0.891128095524426 0 0.000101231465593259 0.00285380967667844
VEGF -0.00144730581347229 0.170293541235994 0.107680663120742 0.0476277746219719 0.892443154510269 0.000310008148739154 0.0268210727752518 0.100077101373354
MAPK -0.0039212021990405 1.00378810545692 0.00638285617357765 0.169437645668971 0.640959064524443 0 0.854906454257048 2.08507148016732e-15
TNFa -0.0072656359639659 1.04513188547971 0.0210533959691533 0.0629605609866351 0.230879211599229 0 0.388732753276988 4.26858459316129e-05
Estrogen -0.00964438009952825 0.645858965207171 0.100225886359511 0.137777940655102 0.355145645971262 5.64124275645372e-88 0.0341027423282988 5.17748999141379e-07
WNT -0.00175629117710539 0.412819847738325 0.0551543683154327 0.0253449430701628 0.869032053261404 1.99397919720058e-23 0.254493825289405 0.379425032492785
