target intercept intra juxta.25 para.150 p.intercept p.intra p.juxta.25 p.para.150
Hepatocyte 0 -0.0909791179610488 0.319994832795025 0.75961782817372 1 3.40302868765713e-09 8.93848008801301e-53 1.3153969954223e-309
Endothelial.sinusoidal 0 0.375199082659306 0.294418951581906 0.268003888293505 1 1.05195350720839e-06 9.90853394789468e-12 5.67428657437914e-11
MBC.neuronal 0 0.368697079049121 0.200296740555923 0.362124785156535 1 6.43622335493059e-08 4.4610989250492e-06 4.37201093679627e-22
Endothelial.vascular 0 -0.0226283802285189 0.292734807063646 0.644085036761965 1 0.663538219776689 6.23358323100643e-16 1.69285870577876e-96
MBC 0 -0.0385824453886775 0.402906946903761 0.63309232672908 1 0.0336680209267619 1.03467581952924e-43 4.09435544968244e-120
Smooth.muscle.vascular 0 -0.0750342317371996 0.362257131058407 0.619651647364278 1 0.157734530078648 9.56419545343856e-26 3.16149022578485e-101
Fibroblast 0 -0.0390374724553731 0.387738214631507 0.575835960787497 1 0.355002049174844 1.85018024033945e-29 6.87949176899137e-75
NK 0 0.74611921021406 0.0489440842212381 0.160181286756941 1 9.33637538474905e-13 0.354549094785989 0.000344589333030041
Neuron 0 -0.121926108261034 0.429218872146025 0.594056894787859 1 0.0627879596471986 1.32883486198511e-26 1.95993445137379e-84
Macrophage 0 0.0415648349696307 0.291928956921195 0.580457594620347 1 0.517603230131551 1.67415108593441e-12 3.23274247555637e-57
Stellate 0 0.107396131353715 0.29732040617457 0.480784244681569 1 0.239642010747822 1.60073799322004e-10 6.20728032491828e-34
T 0 -0.036490615812705 0.424257924329154 0.608672124564553 1 0.1313297883257 6.79902487365301e-41 2.41778681345469e-100
