target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
CD40LG 0.742721299775747 83.5045519932992 0.741542848113028 83.558188983048 0.465095044303259 0.468863815959311
KIT 0.665149965410671 88.7256316231305 0.665167056284424 88.7250642152921 0.500551488012033 0.500482890540723
CD1C 0.760041001978098 85.3754427236453 0.759726941574439 85.3879680823039 0.492908750709648 0.493342903521211
FUT4 1.17510604529918 75.9987696648278 1.17440367135823 76.02763237579 0.490459404873427 0.49006422359924
CD274 0.745102799071975 65.0004707344196 0.745292066835671 64.9823496025154 0.50497162905298 0.505895957266806
CD4 0.779589376692459 87.9941582473598 0.779093160612179 88.0090078468785 0.489084241960259 0.487996455452761
KRT19 1.35017041486525 74.5970347439206 1.34951999072016 74.6209212041921 0.489081139244465 0.489030732470957
PDCD1LG2 0.552461324844966 82.4545715772998 0.55249997283893 82.4517083714381 0.501620746073651 0.501823892199708
FCGR3A 0.821460626858732 77.4987665188493 0.821443537432866 77.4996042483389 0.499687153739938 0.499718324782531
CD19 1.32916015750674 67.3713857828332 1.32896591383157 67.3807869543669 0.496600010582521 0.497295377310916
MMP12 0.696594163267287 72.7219494983358 0.695918003144876 72.774711638154 0.487994154188854 0.481504323178119
PDPN 1.2233444158518 64.2122931903534 1.22319474908343 64.221084304067 0.496739792507685 0.495928596258952
CD40 0.974623286046617 79.926127489049 0.974696377170285 79.922649498188 0.501614616971624 0.501716151515637
IL7R 0.620865431569126 83.692539241699 0.620726183315834 83.6991022046202 0.497067457363873 0.497793530302672
ICAM1 1.14779614417165 65.2989753993058 1.14542734893375 65.4425965430584 0.44385780928634 0.440899880605539
CD69 0.972707106219461 71.4709422197741 0.972010439923409 71.5111710721135 0.487790164081075 0.485790414319584
PDCD1 0.738356945746777 82.5413209563304 0.738274849979332 82.5449146080636 0.498168483353799 0.498759277110345
NCAM1 1.10499732698625 77.1646425786502 1.10516986982438 77.1575698720373 0.50233741361733 0.50270772924194
CR2 0.762073589020119 85.934175566252 0.761734006812948 85.9462035229775 0.491401321350677 0.491693268914981
ITGA6 0.824848226235272 79.1102468154886 0.825020593396727 79.1016405115399 0.502937744265463 0.503832397044488
FOXP3 0.902163820694692 80.6558544834845 0.901565112090647 80.6811619032734 0.489216588310567 0.489180329167222
CD36 0.869896143037318 77.8440655745964 0.865046556631486 78.0907797624855 0.385308056018801 0.347876670799055
HIF1A 1.32034576316285 70.0257977691617 1.32027542675164 70.029332208728 0.499098182042975 0.499023847316249
PECAM1 0.979786189478231 76.5903021918235 0.979292341423798 76.6135158740806 0.491755943502484 0.491106350661624
ISG20 0.928392874314744 74.6494161833757 0.927855971061023 74.6785760902801 0.486998102021799 0.491452524665348
LILRB1 0.708896489638129 85.9681285766331 0.708126622471068 85.9992869399745 0.469542965678846 0.471467831834518
ITGAX 1.13585298988305 73.4281669756058 1.13566900998768 73.4357688241368 0.497187075564006 0.496855877739609
FAP 1.04056986951694 80.3357080750342 1.03907424360011 80.3917967620165 0.439181591312479 0.444785917914313
CD8A 0.621497794451387 87.0976662372953 0.621411294009788 87.1013777646856 0.497816983215061 0.497532224977179
HLA.B 0.882314879480093 73.0191707366193 0.881703272471614 73.0559502986675 0.492505204973594 0.490964126612534
ICOS 1.21992027317512 71.5389681151886 1.22004194482715 71.5330074848689 0.502598622909708 0.50286861588442
CD2 0.80407884389096 76.2620797159391 0.804174522395445 76.2572297452486 0.501424823937807 0.501368040080347
CD38 0.579731416594039 74.4621266596644 0.578446982797307 74.5756402695943 0.457938551685662 0.450409913239525
CD5 0.877326864961216 83.9660336144479 0.877324063056043 83.9663331233899 0.499923403430157 0.499805301512607
CD7 0.842743358779034 84.0034252464078 0.842669417194901 84.0058813198521 0.498579336665271 0.498641420987529
IL3RA 0.744588335322757 80.4470044931727 0.744474617727799 80.4530730458516 0.497700592700967 0.497551039712528
COL4A2 1.75152848800899 67.5174734118773 1.74944412948559 67.5938252263381 0.455342969997635 0.458438480138267
CD9 1.30576724144406 70.3923703668072 1.3052764347625 70.4151615721222 0.494075259338216 0.489583148806774
IGHM 1.33834750047756 49.756101304183 1.32859225519691 50.4896935366495 0.327563658713366 0.297539091464787
CEACAM1 1.25292278631796 62.9877550520926 1.25254099059362 63.0140464916136 0.494278711210478 0.491319515956752
THY1 1.37776887351387 70.6037318584955 1.37590339455542 70.6849599830664 0.449190490633138 0.458367304068891
PTPRCRA 0.691888933720349 87.9325701546259 0.69173302515231 87.9381784705375 0.49679938939227 0.496487104459514
B3GAT1 0.761623315134923 78.1238719748642 0.761154060115111 78.1507568739453 0.487147708186253 0.479708049818418
CXCR5 0.804014969096052 83.2851433733302 0.801921981267991 83.3694534436217 0.430905887351727 0.446392263531496
PTPRC 0.902062839560097 75.7824034922846 0.901333228528791 75.8225319821575 0.480985567375983 0.468959461922903
HLA.DRA 1.45483096383973 53.8065896932324 1.4545734110513 53.8222733263911 0.495346563412969 0.494066701084783
VIM 1.67016777747199 69.4431353416505 1.67033606225821 69.4366431886474 0.503428082708436 0.504451749270429
CTLA4 1.03999010647363 74.3766318230758 1.04016424776627 74.3683402484381 0.503561021023722 0.503594869353545
MKI67 2.2569032350157 45.2364355058852 2.24968746404749 45.5883482755375 0.302441572197553 0.351063637739869
ENTPD1 1.04643901718796 79.2045842051573 1.04628656081668 79.210339956387 0.496775019831139 0.497412194936432
