target,imp
IL18,10.18625633498551
TNFSF4,11.079954735630656
CSF1,12.255333632278466
RARRES2,24.95936396838276
SEMA3B,21.153690523408663
WNT2,53.586527053297935
NRG4,8.299030970928326
L1CAM,7.298364901137079
NTN1,14.324783464537989
EDA,13.153124929574014
GDF11,6.76941356753684
NLGN1,22.894930001335766
CX3CL1,17.975920182667515
FGF13,4.919076745550971
LGALS3BP,9.19204719062002
CYR61,6.700826962845965
AZGP1,23.156003476219638
TGFB3,35.05886660644422
SAA1,16.64822216685791
LAMA5,35.178279702030515
S100A9,12.974564675006436
CCL11,15.307919025351971
APOE,21.84088317689874
LAMB1,11.281628172550125
IL7,14.973872370962727
SPP1,16.168444984929387
SLIT2,14.718729368576579
PENK,32.63540462812052
CXCL10,20.050580997147307
S100A8,11.290897846860979
EDN2,22.84466930541667
LAMA2,10.564317013218881
CCL18,11.27485802510753
APOD,18.75125390380184
CCL28,13.981780868536616
IL34,28.431618822946668
NPNT,17.99256445075763
CTGF,8.62744752581766
GAS6,21.33707551336026
THBS2,9.37031444749355
MST1,36.81171156545501
CCL5,17.0278072484103
MFGE8,22.719670422409845
VWF,23.270273240547166
IL11,11.004435213654379
RAET1E,19.110712963467275
ADM,15.90209220703685
TGFA,20.06381027920582
SEMA3D,11.719147973823477
CXCL9,6.345989792884288
NTNG2,16.268380977645275
RSPO1,23.33502218020281
EFEMP1,16.521953676411997
CNTN4,16.99146329809146
CCL3,6.5709761912697395
FGF10,36.17803357973045
NRG2,12.986603075655824
C1QTNF5,11.97896011896217
SEMA3C,21.630700332462794
TNFSF10,19.91915791928217
DEFB1,16.49784384325027
IL1B,13.15438900686941
HGF,17.968857857282895
WNT7B,17.561637365279424
VCAM1,9.577247955344118
LTB,6.707144675566027
FAM3C,10.939483151334054
ANGPTL2,11.966188668449286
LGALS9,11.401452810548472
CRLF1,14.969360051797043
CXCL14,17.739454814862082
PDCD1LG2,12.606378288348608
ANGPTL4,15.225295918241427
COPA,9.670652384395174
RETN,21.298012423055265
CKLF,13.6255107266216
C3,13.631165519059575
PLAT,13.51262604668316
COL14A1,24.958436777314475
F8,6.21959891738081
TIMP1,15.392148968332126
COL5A1,18.46729965909138
COL4A5,26.118604327291305
LCN2,16.47504219162615
COL11A1,24.71763759767644
"NAMPT",15.422596569762668
SERPINA1,13.043864439763794
PLAU,14.00517867501672
IGFBP4,12.328221051878108
TFPI,22.427771028642454
COL4A3,12.216904287682548
CD86,17.09521691081536
MMP9,18.15625236631955
MMP13,15.634460793344097
SPINT1,9.539559712724941
NCAM1,9.479688124757038
COL7A1,15.426568598843945
COL6A1,13.875319640312714
COL4A4,13.612994909219001
