target intercept intra juxta.15 para.100 p.intercept p.intra p.juxta.15 p.para.100
COBL -0.010893709680615 0.904392007742851 0.189047018858734 -0.040843544292711 0.100682611238746 3.0886499583681e-119 3.64118540980712e-05 0.373683114929947
BGN -0.0303244141813121 0.618636466505506 0.0670684097321846 0.408991476605786 0.0250808716692281 6.70052833408941e-49 0.243041091768226 2.05597335152063e-19
SLPI 0.0130069085545771 0.700233016123236 -0.0768343420125403 0.116749696809827 0.0550178474346145 2.37592502544375e-60 0.181781686801831 0.0137986124461459
EGFR -0.0179142861779298 0.847032453194485 0.0281577142082081 0.207623255436887 0.0460168598461832 6.03400288620349e-114 0.56762384461736 3.6750077015729e-06
ITGA6 -0.0404347024864535 0.781556629479994 0.197308764951442 0.197140104789209 0.000439071915469674 1.01447916145395e-103 4.75291605296575e-05 8.11288152586226e-06
FOXA1 -0.0784486402721689 1.01933127739167 0.124093832411609 0.0750149539433383 5.23196315356837e-06 1.88909149012392e-291 0.000854988727099923 0.0447281433215997
CD79A 0.0026501228887009 0.788263526811869 0.150180947952278 -0.0328768644523186 0.798479824040801 3.8987358526044e-76 0.00548463541523766 0.504543261244016
CD19 -0.0838494897154559 1.13606330735352 0.0223120707556559 0.140221397537033 3.00482528078033e-07 2.20666634607739e-257 0.566389457076294 0.00026474640363403
LGALS1 -0.0399240246121959 0.927496504382422 0.0557581838920073 0.13764745313751 0.00645153685832882 1.35805743527772e-185 0.204019291789111 0.000364267485567363
HLA.DRB5 -0.0323746316677057 0.8461897913269 0.0254809818426331 0.251525350600189 0.0205294393221565 4.07360106649142e-102 0.625702576949988 1.1151456941317e-07
MS4A1 -0.129580628821649 0.900627063175124 0.0609953487589639 0.345892068867474 1.82783475721887e-10 1.36297692913428e-155 0.209320708524592 1.59513087456063e-18
PTEN -0.0399158073175205 0.813303615658973 0.224328466003164 0.151350381991886 0.000378948151501613 3.35672401060112e-102 2.1169026648326e-06 0.000685348651240966
ACTA2 -1.27538036168517 1.04230772136038 -0.094152790900297 0.516542568087268 1.44462978537503e-20 2.4750460035481e-248 0.0415011384645777 3.51328682068598e-52
NOTCH1 -0.381138647280142 1.03864586846213 -0.0567459506218657 0.313982812819854 4.76845390405413e-12 9.75719551385384e-312 0.133686892487035 9.96385256802043e-19
THY1 -0.351243773513633 0.786658947123324 0.0883823502831929 0.536217965679043 5.07100749729938e-20 4.43194553625238e-142 0.0457929383519209 1.50908216556496e-53
MSR1 -0.0141926196787438 0.538124199992089 -0.0907676551526354 0.697932865541966 0.0414132285281226 1.16268720016805e-27 0.133465894965679 8.77836627191186e-46
ITGAX 0.00701148501413076 0.515783376565287 0.159586392261369 0.0514416118917118 0.144271339943597 6.57042394735931e-31 0.00239236287362122 0.293567700457139
FOXC1 -0.0360478054505319 0.658168227361071 0.130148519606108 0.426579801775578 0.000140199804445345 1.20240772926666e-59 0.0162671756937911 1.96675208951474e-23
COL1A1 -0.0857942276722596 0.959614783372136 -0.033429587214098 0.322050823487652 6.72883236734334e-05 9.93673203002377e-170 0.464359289495594 1.02947516269133e-13
EIF3E -0.0236259039220133 0.923648517076305 0.0252363087209074 0.102755470036046 0.138640812475388 3.73971896020934e-153 0.628335419719749 0.0179770773203613
BICC1 -0.0789125913038433 0.890153786432679 0.031484899552838 0.273397317058535 1.52059588254434e-05 2.81169330731016e-187 0.432356559982298 1.56655941527366e-12
HLA.E -0.000707864539640947 0.638237431001734 0.0675917078366908 0.23768744537899 0.938601957144047 1.68011329705196e-45 0.232763338314474 8.548815308644e-07
NR3C1 -0.0121857148882451 0.804007824453531 -0.0121226502842022 0.251786318146378 0.170507251465309 9.92149053104219e-83 0.817538863133465 1.01845214425203e-07
ACTG2 -0.0483978857267206 0.860946248868671 0.0948679266083668 0.255108369043693 5.35851645476845e-05 1.49202052072947e-144 0.0342131737537195 3.46740888408796e-09
LGALS2 -0.0862496660064315 1.07326807742194 -0.051756749750981 0.201676356860896 0.000131954908789248 5.07849894657138e-202 0.29930858361815 2.22601723785768e-06
CD79B -0.133109914575333 0.870463032049206 -0.253188495728567 0.784600262542488 5.10685423386687e-07 2.04904572980367e-71 0.000158421570255205 1.40269079897317e-49
CD2 -0.0892671573456279 1.18896922033187 -0.0514343921088073 0.25535565329804 3.26284902534522e-08 1.87026760633271e-262 0.189730225501958 1.07466642924523e-10
SNAI2 -0.164393040634302 1.03861454123775 -0.0554971505752737 0.303017007686728 1.34892461835295e-08 3.30106549141008e-270 0.148348820845148 5.74709931909782e-19
PTPRB -0.108263288388656 0.924526983644547 -0.0292405051722737 0.295241850577988 0.000106901542323198 5.81348947800328e-211 0.507428430555688 3.63712635352707e-16
TIMP1 -0.0341747667726105 0.913938948797296 -0.0919362814208406 0.27589453517758 0.0711536374068703 3.86633152358086e-145 0.0683191747056483 3.33353582965997e-10
ELF5 0.0028494738012933 0.406265106259511 0.196211082886025 0.208389017079154 0.501334433077077 1.28475903742505e-16 0.000956659946278453 7.39927747293528e-05
ACTR3B 0.00705226911184984 0.525272418320077 0.0482399237896538 0.232795469246006 0.250856993437131 6.44355075864684e-33 0.351269175977008 6.08952646998819e-07
JUN -0.201722890262459 1.02160877684474 -0.0863034471168747 0.321524491543307 2.1510213222355e-09 9.88131291682493e-323 0.0232498830272908 1.0815700522762e-19
MT2A -0.284873130137386 1.01025494323957 -0.0866749142018533 0.29043714314625 5.1179980090527e-07 4.68354151848645e-314 0.0415919855706586 6.20464637082188e-16
BIRC5 0.00419639317397203 0.863355845912968 -0.135486727222683 0.211103978407147 0.697234672046269 3.63730588291158e-113 0.0131579268044847 2.24294436904763e-06
