target intercept intra para.100 p.intercept p.intra p.para.100
ERBB4 0.000956862836582109 -0.0247492471440449 -0.00973369531500872 0.0228034732648873 0.717766970033643 0.816335157171106
TNFRSF8 0.000381770983768602 -0.0290894528169849 -0.00685943341290811 0.150468619280212 0.815724087224621 0.906403100317493
EDNRA 0.00348397242595226 0.126894389618773 -0.0201387352330695 0.000223686724438185 0.0875802851335356 0.673637044571867
IL20RB 0.00227605288527787 -0.00817965310604106 -0.0228447077226878 0.00139368940641907 0.908704365902868 0.649065021301504
IL3RA 0.00279500732811414 0.0558541841507671 0.164649517994112 0.000979952030006291 0.45330277392313 0.000156764784563474
TNFRSF19 0.00136814014674141 0.102944923893197 -0.0233158429653579 0.01094043961138 0.197979651625403 0.689002067346336
CDON 0.00269413926139057 -0.0404101491865593 -0.00694509345561227 0.000850205301657955 0.53629473955687 0.890649691779541
GRM5 0.000381517163152179 -0.0240897088619153 -0.00980800690579366 0.150604359941154 0.820012789459888 0.900402998821966
ROBO1 0.00868584357185332 -0.00286607100561189 -0.0384064787358907 1.85971852781999e-09 0.968618028628779 0.344345330593977
TACR2 0.000372887123751414 -0.00773614783347186 -0.005715741168681 0.155303168670021 0.913148952309671 0.926539389784612
OPRL1 0.00462593411612572 -0.0167445066732382 0.011749266146811 2.43620348002974e-05 0.834502535196073 0.790122371753548
ITGA3 0.00231256346766548 -0.0190431801072542 -0.0299644255808644 0.000489955323646717 0.784052546217386 0.57258803126865
ITGA9 0.00864829255601192 0.235263781665885 -0.0173688060322876 4.93133249536669e-07 0.000225314765680314 0.675741750692962
ITGA8 0.00093741833989079 -0.00823489931054583 -0.009876432507432 0.128742194208655 0.882527584656481 0.905060907512022
IL20RA 0.000974958290412895 -0.0483759723476018 -0.0154369236968003 0.0215533358103021 0.636311470863956 0.803497916180587
RET 0.00173895602224279 -0.0344952461794939 -0.0231557493295394 0.00549419248186942 0.658950386455664 0.696451867700517
RYK 0.0194482286903406 0.246515040310773 0.00696965293171135 2.58955017501293e-10 6.72235824190116e-05 0.8689710900839
PROCR 0.00300262575755735 -0.049776082612306 -0.0329866069214004 0.000211626324640111 0.548083154349161 0.510840440728534
CCR10 0.000373695610983723 -0.00677793102292668 -0.00572332194780717 0.15485598765153 0.911866800285577 0.910731734893995
TLR6 0.00989749966278758 0.0977847720600468 -0.0179458935116856 2.77951602222835e-08 0.168925370641112 0.656303470783756
NPY5R 0.000963964591512397 -0.0236686633780509 -0.0176511919656037 0.0223041224828207 0.724088506724666 0.752450646956031
OSMR 0.00496449459189168 0.121749717537164 -0.035505894513499 8.77974707722443e-06 0.112187123400325 0.444006987665066
TNFRSF10A 0.00643548947470095 0.0179281933125963 -0.0411610652946786 1.8501205788583e-07 0.830432351171658 0.360324983831084
TNFRSF10B 0.00904645087562149 0.0627204997689413 0.0375210564246175 6.53485749428626e-08 0.431657202466702 0.416481085431031
FPR1 0.000372260156566089 -0.00302740350174681 -0.0100713402888489 0.155650958410922 0.958988519261133 0.904841359752876
ITGA4 0.00132214823960937 -0.0198004713978527 -0.0114283013214597 0.0327748910036471 0.80283162981132 0.839448849694467
IL2RB 0.000760302487376921 -0.0189279200055519 -0.0144962703504042 0.0424236023203094 0.780436442839484 0.835768354062747
TNFRSF9 0.000540586683057414 0.0370311739182804 -0.0076429019830784 0.0951538490705066 0.671030751223967 0.866838424783236
UNC5B 0.00257748063949938 0.228225815668281 -0.0544114641178643 0.00142158778999519 0.00151284793034807 0.307706033705732
SCARF1 0.00151049346403774 -0.0127294812956835 -0.013675815224581 0.0110890620165072 0.862574958728463 0.781787329187812
NGFR 0.000563025016593904 -0.00828411206650515 -0.00897070022474332 0.080769090092472 0.872626000951587 0.874310980475069
PLXND1 0.0170519441645325 0.24220176477813 0.0795306570246756 9.837354037617e-09 0.000237869221068468 0.0312741303435312
NPR2 0.00147947039618571 0.0173278377347849 -0.0198698384884137 0.00561747639623783 0.793597335057924 0.7052528332963
TLR2 0.0120781919945256 0.159298428717907 0.0163013714990328 1.71513296963306e-09 0.0134093591317222 0.685149134429223
FGFRL1 0.00391523828985316 0.120095305333512 -0.00228765771107292 7.86700447738996e-05 0.137381900951894 0.963357799076495
OXTR 0.00201310213450352 0.254856098116801 0.169289221785722 0.0142187649677715 0.000264057821656112 0.000372880261624657
PTH2R 0.000565735664737544 -0.014623414085272 -0.00594611901105035 0.0800423011857096 0.819862849318979 0.907052121030842
CCR5 0.00490511394841386 0.0561827717552171 0.036492800326723 1.63497862778243e-05 0.440735784490304 0.453738560949972
MC1R 0.00573704213021242 -0.0182402342947357 0.044209870435819 3.37610364973466e-07 0.781166042320333 0.317519442906237
CCRL2 0.000960105439913104 -0.0321346710673919 -0.0149633639614422 0.022681616223535 0.71596720362987 0.801993813887428
FGFR1 0.00274965245615454 0.0749666915877964 -0.000899484742770886 0.000368936000401969 0.237895169221914 0.98604618676851
EPHA8 0.00018568385169454 -0.00469650964787633 -0.00319144951625186 0.315988474732049 0.952097270852789 0.960759167203225
CD47 0.0569841863794068 0.441221427571439 0.0159704601050288 8.6325117265625e-13 5.89546704386889e-17 0.664851236517214
FSHR 0.000186541145151158 -0.00913614865034011 -0.00395564173072347 0.314873792134682 0.931078586570391 0.955651309962525
IL22RA1 0.000185328826152844 -0.00230935335804897 -0.00212328494866333 0.31645160359435 0.966976391444604 0.960896093409691
IL2RG 0.000374180637869106 -0.00928962752454642 -0.00409189027968893 0.154588416392169 0.893279306884113 0.922466773792076
ITGA5 0.00272463533255126 0.248573832125961 0.0430034735779871 0.00179350551649627 0.00035299801150796 0.415094698774319
UNC5D 0.000566090812312109 -0.017823085180068 -0.00850098228687914 0.0799476011157238 0.828076590962411 0.886197621458405
CXCR4 0.00630583005333094 0.104887047461074 0.0652403620786433 2.38295228509193e-06 0.156952071984613 0.135491547715377
