target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
CD40 0.790637855728386 79.4145385352035 0.789885968347634 79.4523758212467 0.483041661242073 0.480387544809784
PDCD1LG2 0.305357105777713 78.1161374666667 0.305340614125414 78.1187146179533 0.499230562245548 0.499003863119431
KRT19 1.45339872643043 69.6591718869778 1.45288193481208 69.6808481441063 0.487845065223434 0.487393941393009
CD19 1.26635241342963 44.6493277946504 1.18417946208915 51.586347517811 7.76061933498679e-05 1.50483023810107e-06
MMP12 0.29164744607343 80.8117153720027 0.29016430641659 81.0123414329672 0.42464183267652 0.411215003340996
ICAM1 1.19332822296867 67.629460339765 1.19175586023298 67.7161691631455 0.461181112323154 0.454722879427877
CD274 1.34874640532386 65.1952527630337 1.34801374134937 65.2328462157585 0.482223123037248 0.479173855071056
IL7R 0.259682484142973 81.7739567983297 0.259256341883718 81.8349519176128 0.489775247144621 0.486371800441479
FCGR3A 0.606595968026905 72.6703370545657 0.605988160804753 72.7261000525942 0.485759159944896 0.485279004332701
CD1C 0.510943350310361 73.2654288893984 0.510916920669802 73.2685055202937 0.498887934970564 0.498546155858877
PDPN 0.407740444888102 74.7760522978416 0.407564092346821 74.7983145725507 0.485305436354873 0.489934288663451
KIT 0.566735133157833 71.9446217047572 0.566801391454707 71.9377079103627 0.502586196757713 0.502586067736414
CD4 0.620131084830981 74.1045850171826 0.60652985385456 75.2227152557966 0.0864741585431472 0.0824041070726658
CD40LG 0.451898435847025 76.3685624962325 0.451951659785774 76.3610909289656 0.502717313389303 0.502158965209921
CD69 0.700262424229861 67.7441990444916 0.698687943432536 67.8894616603439 0.452543709072148 0.430927320882703
FUT4 0.842020398801759 78.2354092790917 0.842315131328269 78.2195970104857 0.507387908513426 0.506987190185024
HLA.B 0.891180947162028 53.8086463204687 0.891025547609342 53.8260607747936 0.496906165305485 0.49433134568328
ITGAX 1.04659116249609 78.5580783534929 1.04621670803977 78.5733037192171 0.488858459839405 0.489788338972436
PECAM1 0.778087427611357 70.7756261283919 0.77578944849793 70.9480909827891 0.438410033179724 0.403432876965601
FAP 0.568606054729853 83.1713392599545 0.567502727567518 83.2348826584429 0.466001623288599 0.464211996585756
CD8A 0.566270656971045 65.8805323113488 0.566424984597806 65.860878044546 0.503785220239573 0.50436471566849
ICOS 0.844381308705041 76.8761850498155 0.843339943761978 76.9319080009485 0.459295849319453 0.457218057456164
LILRB1 0.572824079431016 71.5968287233562 0.572717391277677 71.6064475037354 0.498329830683868 0.49807899451267
FOXP3 0.604204632637394 75.0862008535605 0.604292846604568 75.0789264165775 0.501692276995655 0.502506478659986
ITGA6 0.824210023987383 58.712815226432 0.82312294225023 58.8235002280214 0.465689982662224 0.458208002273019
CD36 0.908931805485364 56.2547242232179 0.908309845663224 56.3168084758813 0.481371526084842 0.478813685353681
PDCD1 0.512743432953184 76.3858784946588 0.512830339657153 76.3779986334596 0.503260597256237 0.504129120871794
ISG20 0.737651930684652 70.3500995406482 0.737074817011839 70.3974715762411 0.48445432875364 0.480610853126234
HIF1A 0.650486366112588 72.149773661684 0.650583031755768 72.1409467601142 0.502397276388852 0.50317478767114
CD2 0.546291130578227 69.2730111239764 0.546406714874559 69.2600106952821 0.50277392235062 0.503442085973729
NCAM1 0.716371352196058 79.0768841048517 0.716390531871317 79.0758116700573 0.500589639365175 0.500543292814543
CR2 0.438403964385301 77.7754416536259 0.438155990319777 77.8001915996573 0.493741154991993 0.492411837412068
VIM 1.87373053989164 58.5618147888873 1.87251688061088 58.6154322767569 0.470497635197176 0.469456825501818
THY1 1.47649381100579 47.0588049841814 1.44175059331026 49.5150751952439 0.0619435977378272 0.0576866306962093
HLA.DRA 1.55593287060581 64.0829973176328 1.55516986409308 64.1184699082715 0.480181456524572 0.476327228564981
IL3RA 0.626399541469032 77.9908237647274 0.625489112802736 78.053176348932 0.48250989333646 0.468671032431331
CXCR5 0.496563133844138 84.633067151385 0.492910721227658 84.8566760129814 0.400759089874468 0.388057464058497
CTLA4 0.594465954598946 72.0438104336468 0.594108310371385 72.0772396229731 0.491437405305416 0.489131331529708
PTPRC 1.01121833867777 82.6937529667174 1.00846780253205 82.7878809382522 0.418777817005111 0.411405560990725
PTPRCRA 0.668135201631631 68.0403822052533 0.668072320966456 68.0457668141194 0.4987477487661 0.498978032974774
COL4A2 1.82861079351868 59.1955262430811 1.8265448073805 59.2872843088366 0.449750801730623 0.433402888784466
CD9 0.955131776913755 64.9531679537893 0.954201065682078 65.0231407055976 0.478518494185367 0.475362860164698
CEACAM1 1.36620420429138 54.8293796375897 1.36624610316922 54.8263771656019 0.501465480480751 0.501484948824458
IGHM 1.47187767315558 46.6921225182961 1.44638801811864 48.5134442763705 0.0690721913215551 0.0709136547196013
CD7 0.815395481718433 71.012597924216 0.815246327348126 71.0231534462248 0.496564098655633 0.49488339526495
CD5 0.890021990576684 55.2032711358634 0.889338060754231 55.2712614960944 0.483695620183321 0.476885240760737
B3GAT1 0.475586914749485 76.8664274303871 0.475677747650172 76.8570762514056 0.502326164915478 0.502704658788927
CD38 0.837303694638177 56.8625142033511 0.830060408496192 57.6056999865265 0.220346628553392 0.132331199294312
MKI67 1.9463561976414 42.6539118759844 1.9330767043607 43.4347618382245 0.15999653708638 0.121626470754273
ENTPD1 0.749875352790369 77.8642615327389 0.749667151093747 77.8760847247062 0.493413329184389 0.490467599899918
